GENE_NAME,V888,V108,V2089,V1279,V1090,V777,N85,V839,V1565,V637,V1505,V1834,V67,V1441,V1920,V1857,V630,V456,N84,N60,V1394,V1048,V18,N83,V538,V1742,V1884,V1297,V125,V1921,V1776,V1860,V940,N82,V148,V1456,V2092,V714,V1337,V553,V406,V1788,V2133,V1874,V221,N58,V1591,V2110,V574,V716,N70,V1321,V1800,V806,V513,V1592,V1528,V1823,V344,V1708,V359,V712,V883,V655,V1699,V624
ENPP5,144,4,48,465,265,416,25,61,748,111,135,46,221,194,496,105,219,315,188,142,153,32,383,276,20,54,70,71,149,184,102,117,90,134,75,45,98,117,7,14,0,43,51,455,342,181,82,71,122,562,409,377,7,102,190,1417,123,47,14,370,118,179,155,74,92,10
MORN3,109,31,102,103,29,23,88,52,114,0,42,88,109,74,114,59,82,89,76,165,51,53,57,79,52,97,62,74,124,37,78,87,48,87,149,55,73,93,79,287,97,57,70,117,51,153,52,21,130,177,80,86,140,34,128,31,41,0,195,90,133,66,24,180,80,66
ZFP41,1964,1854,1726,1658,1552,1270,543,2285,2209,667,854,845,1449,1561,1724,538,1758,1724,1350,2042,1504,1709,4169,1422,1570,2291,1739,1014,2268,1073,898,1199,1595,973,1638,1753,851,823,1477,2908,2371,1802,537,1132,2142,1933,1498,902,1254,1868,2112,2163,3155,2134,1461,2578,1155,959,1087,1898,2045,1127,1821,816,2155,1724
MACROD2,206,315,217,665,15,237,307,312,67,12,380,134,191,608,41,262,58,105,84,316,23,74,646,139,295,43,145,15,76,219,217,361,198,254,190,21,202,296,54,218,23,64,212,95,955,171,85,90,234,284,232,143,134,3,216,871,108,184,136,1077,140,285,117,184,345,349
CD48,2485,1758,3326,759,2370,568,2143,1960,821,232,938,3537,2867,1222,675,361,2325,1160,3366,781,7286,1354,1387,1712,580,2976,1840,669,2365,2301,2394,1328,640,2015,1285,5848,1549,2705,3573,2259,1357,1595,190,4175,1103,1315,890,1730,504,1935,944,1404,11168,2970,735,132,1301,1019,1682,2121,1456,466,1342,471,1320,8188
DMRTA1,131,0,0,59,84,262,56,11,0,10,25,52,92,22,19,153,158,0,37,74,7,21,148,39,10,75,0,10,43,51,27,134,74,52,13,50,107,7,0,0,0,36,135,219,36,73,36,151,90,267,221,18,0,79,115,0,20,213,0,57,94,0,111,72,65,34
MIPOL1,833,207,36,1471,2104,1661,921,231,1416,494,703,705,652,105,2521,535,918,2137,471,840,749,149,2732,1254,63,706,4,128,551,1011,654,535,542,877,292,367,339,412,63,21,222,802,385,1087,2241,1032,425,1101,646,1493,1595,861,303,646,580,2251,437,642,38,2301,567,1580,767,214,750,130
LCN12,34,111,20,41,29,24,17,31,0,5,13,43,24,11,76,24,52,41,21,112,4,7,28,38,26,30,37,20,39,9,30,21,48,20,34,5,15,28,16,81,52,12,26,11,34,77,7,20,10,84,25,85,46,16,58,32,5,9,35,14,30,44,26,41,28,37
SNU13,2182,3686,6607,6187,2971,6670,6729,4084,7017,1092,4067,2557,5668,8906,3067,1397,3796,3404,4351,3787,8883,4951,9202,1707,2113,5920,6186,1736,3407,1474,2700,4166,4630,2629,3370,4991,3182,4533,6519,1849,2510,4461,1299,2289,3607,3593,8714,4330,7882,8755,3355,4765,6293,6143,6263,3277,4857,3789,3237,4290,4007,1463,4322,1959,4498,6035
TULP1,0,0,7,0,6,0,0,5,5,0,6,45,0,0,17,31,4,0,11,23,0,3,0,0,0,16,5,45,30,4,2,6,3,18,14,0,15,7,0,11,0,0,43,4,4,0,4,14,0,42,0,13,6,0,0,0,0,0,0,0,51,0,4,0,8,0
SAMD12,369,603,74,1214,540,1781,484,1025,870,122,680,1016,594,927,2320,44,244,1871,819,827,1158,221,1471,614,917,317,602,941,581,803,577,536,545,783,444,80,517,219,22,141,574,257,349,1048,1551,1121,301,588,399,1038,1615,701,870,1324,1264,925,614,250,120,1927,203,1450,784,13,508,434
GS1-114I9.3,43,57,28,92,27,25,26,28,37,3,41,29,36,21,28,32,56,30,45,27,19,22,22,37,31,37,42,12,63,63,48,33,44,24,35,26,24,41,65,124,39,15,20,28,25,49,63,21,23,30,35,19,22,14,36,30,20,14,29,21,25,31,22,17,56,46
HCST,724,383,879,829,843,235,503,1376,803,164,1357,407,825,1053,354,113,913,38,890,718,1369,1064,472,633,1548,1188,1906,2159,869,649,652,691,278,451,223,795,573,1050,1743,1514,1172,1718,102,1086,517,510,553,700,3754,525,935,316,3330,1122,717,182,1202,501,2316,875,714,411,419,660,667,2413
TMEM14B,4214,1567,4916,3345,2533,2579,3423,2937,6364,686,6339,1387,3501,2810,2101,1100,3818,1360,4383,2636,4366,6033,11839,3387,1919,5247,1577,957,3811,3107,3597,2848,4238,2964,2469,3571,3041,3382,2972,1648,2633,5448,579,3733,1800,3991,5286,4013,4323,5006,3516,2206,3519,3957,4050,3185,5366,4187,2590,2384,5657,1552,3547,3459,3924,7463
SLC5A11,13,0,8,3,0,0,3,14,0,4,12,46,46,0,11,44,4,0,17,28,0,11,0,0,0,6,7,7,17,12,22,11,7,9,13,0,26,16,0,32,6,0,64,0,21,7,0,12,0,94,0,30,0,0,14,0,9,5,32,17,5,9,16,25,0,0
CACNG8,4,1073,6,2,17,3,23,3,0,0,37,10,6,27,13,6,3,38,6,11,4,8,12,0,2,4,44,124,11,0,3,6,3,3,2,2,9,26,82,49,20,13,32,9,15,4,4,10,17,41,7,67,4,5,58,19,29,3,0,0,15,6,9,523,7,2
SLC31A2,1078,191,724,1065,1450,259,605,1700,832,334,1055,347,619,1468,634,409,2001,255,1267,373,889,903,619,796,1456,1377,2041,1566,445,1189,1029,1081,506,656,394,1507,686,677,1715,778,1476,1503,109,1099,1522,567,417,655,882,574,610,594,610,1117,430,1734,735,2137,1125,1029,1074,483,517,200,816,3031
GLRX5,5951,1388,6022,3549,2306,2214,3189,2296,7333,691,5187,1121,4710,2805,2419,1238,2779,1053,4390,3216,3316,6164,15665,3127,1351,10091,2788,839,3936,2903,2527,3849,12766,2701,3192,4974,3352,2879,3085,1857,2742,6060,797,3304,1514,3237,9325,5144,4475,4092,3656,3194,3622,5142,3598,2690,4693,8541,2885,2857,7221,1390,2958,2208,8393,7022
GTPBP10,1414,2311,1375,1065,968,1686,720,1111,1586,608,1710,755,1308,1555,1014,375,1391,1192,1203,838,1968,1128,1882,1884,1600,1890,788,1095,1153,2233,911,1329,2569,1164,1490,1526,761,3862,1090,1096,2209,1634,510,1906,990,1378,1290,771,1695,1518,1252,1716,1812,2680,1152,1673,2133,955,1627,1010,1761,1105,1253,424,1162,1943
C8orf44,477,507,330,637,752,868,327,758,492,147,384,386,445,454,808,187,666,973,400,270,442,312,626,867,835,359,391,472,594,369,380,416,379,389,288,305,188,157,659,321,883,793,91,709,395,284,290,187,413,519,433,594,620,458,440,1034,280,270,339,505,516,328,308,354,397,552
SOX5,30,0,279,4,2,28,123,4,3,0,0,55,0,4,12,114,4,0,123,24,4,33,8,71,9,17,0,224,11,35,87,58,12,39,39,4,68,10,26,101,0,4,84,13,18,12,20,72,28,201,62,17,6,17,69,0,7,0,0,4,0,0,56,131,48,18
SCNN1D,1081,682,141,675,808,351,504,425,559,229,283,595,843,456,980,58,686,352,420,659,366,696,1581,786,846,708,575,361,1111,299,537,576,677,575,799,375,148,238,319,357,662,363,102,370,951,1062,286,270,443,398,428,1588,1436,710,394,893,377,340,582,696,823,549,681,147,935,827
C22orf29,1255,3792,5573,4573,754,3446,2528,4119,6876,1247,774,702,1290,750,896,1100,856,3076,3850,3821,3557,3130,6125,870,3716,1270,1104,2907,5279,1048,3408,996,4092,707,4421,834,2777,3201,942,2949,5867,1299,739,3018,2325,4082,4108,2677,3392,5371,4843,4520,1249,1296,3605,949,3981,3158,4572,816,5635,2999,4400,2305,1196,1384
MAMLD1,97,11,43,117,76,289,35,33,56,5,71,21,187,16,30,116,52,63,85,31,285,114,48,44,7,192,30,30,68,17,33,33,159,51,125,42,53,95,56,39,14,63,57,169,3,137,71,110,123,151,56,68,517,56,50,88,78,107,45,25,152,0,56,206,92,84
TTC8,1087,637,546,856,1223,657,746,1090,880,199,1712,289,933,1299,962,266,1198,488,1043,730,776,1412,2923,1071,785,995,454,113,1150,846,929,876,1246,968,391,790,550,652,838,177,1118,1407,96,908,1049,1129,1159,879,1098,1108,855,670,577,1112,1054,1285,1268,955,858,832,1173,647,946,536,807,1514
MOK,440,145,194,1201,1388,630,700,577,433,106,347,273,277,162,568,318,351,158,753,262,192,227,703,761,129,421,170,608,455,418,396,341,440,654,594,255,316,254,334,266,562,1340,208,520,556,658,211,242,301,592,614,181,1018,319,181,404,225,298,409,246,500,112,309,333,411,330
ATP1B2,106,39,55,76,67,0,10,55,137,7,45,37,78,16,26,135,23,11,22,185,163,335,1332,19,16,562,8,29,81,29,12,59,318,41,37,171,144,130,46,204,56,65,96,0,17,52,1191,177,242,388,42,62,6,337,145,94,164,143,0,32,572,146,153,130,430,617
SLC1A4,5627,2548,4737,2448,3900,3389,2036,4074,8691,1004,4057,1847,4983,6537,2460,953,6424,1508,6067,5349,4206,2944,2627,4704,4033,4473,8409,2561,5623,5227,4684,2080,2980,2585,2486,7077,2912,3338,4345,2974,3492,5328,1044,5397,4866,3214,4805,3648,3520,6826,5067,2372,4325,7195,4288,2057,5317,2590,3050,3063,2676,1515,2458,2847,3832,7120
ARHGEF26,354,44,141,145,111,165,435,143,29,45,507,58,239,122,15,203,461,191,346,453,63,341,265,250,141,95,400,489,221,503,319,204,126,291,269,308,81,857,187,19,171,84,79,435,271,723,112,341,287,578,615,137,27,336,498,120,317,140,53,50,267,22,134,137,114,77
LONRF3,260,61,197,461,489,27,190,637,341,153,211,83,442,1013,110,266,280,52,417,305,474,455,339,232,982,678,644,488,219,361,254,290,196,259,239,1045,166,448,73,250,1257,1313,127,388,492,379,141,443,157,172,212,59,20,745,155,63,277,249,1835,665,321,706,174,91,316,1111
PTCD2,2034,2809,1377,2114,2762,2471,976,1955,2396,163,1998,1321,2398,2542,2147,173,2521,2093,1727,1808,1956,1607,3469,2087,2137,2007,2155,757,2160,1925,1834,1755,1818,1204,1499,1871,797,2429,2209,1719,2731,2506,504,3113,2347,1762,1542,1458,1669,2826,2013,1677,2386,2716,1838,3250,1602,1295,2039,2077,2126,1734,2198,1531,1845,3029
CD300LF,1568,331,575,1247,1982,1844,705,1691,2499,443,1348,1660,2264,2556,2450,405,1785,2567,925,1259,2833,717,914,1293,1752,1764,3449,1485,1165,924,944,1078,642,810,966,1293,786,1276,1064,889,892,1946,249,2112,1246,1193,857,1504,1089,2867,1462,3384,3934,1910,1269,1398,1309,777,4057,1889,995,1508,1078,849,1118,3952
INO80D,16312,13163,13758,23219,14183,14337,15170,15963,15880,5227,18652,10322,15576,14640,16366,3978,15643,11177,18034,13642,17160,17525,23073,18734,17019,17940,14056,12914,14439,15357,13939,13446,16796,16237,13160,15980,7229,17333,16334,10301,19625,21579,1825,19236,11483,13779,18391,12733,16974,23150,14928,12112,17275,15963,14869,15629,15334,12782,16606,13204,17140,10359,14430,14159,15263,21740
EDEM1,15249,9233,23677,8865,10006,6574,18041,15962,12594,2929,14648,6371,7828,10138,6350,4143,12828,5511,27095,9074,14201,9974,7832,28497,11066,11889,17101,5472,10358,11515,13115,15301,8288,18977,22920,11651,7588,9601,20616,12013,12007,15380,1188,9240,5927,9221,9104,6958,14664,11555,9212,6705,16698,10753,8817,7575,10285,7008,16986,12665,8751,7022,9005,2637,25437,17360
C16orf46,111,65,5,166,108,177,73,77,162,73,145,74,89,168,77,51,96,57,92,112,3,176,86,106,96,79,7,130,147,64,84,81,111,45,69,75,120,44,65,83,223,139,80,119,4,111,119,126,116,127,142,25,34,124,96,110,49,53,146,141,91,99,88,114,68,84
SPTLC2,27678,36857,18606,24301,21862,31218,19926,14626,43771,9308,23727,12464,18166,16696,15694,4953,22185,16450,30623,23386,41343,16022,50646,20757,14370,18708,15905,12869,19440,16282,21225,14950,15227,19018,12813,34528,13354,24466,37642,20749,35759,37330,2987,24241,9830,16133,20711,21441,25824,38330,26030,26528,38805,17989,21229,22643,19580,16446,54856,12414,25473,13294,13584,19172,21586,26746
CTAG1B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,6,0,0,3,3,0,0,0,0,0,8,0,0,0,4,0,0,13,0,0,12,0,7,0,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,0,5,0
HRK,206,7,987,7,10,20,188,442,0,7,53,84,13,88,30,240,14,0,837,16,0,156,33,604,50,14,114,57,110,79,105,101,19,221,580,26,129,61,166,18,16,0,220,14,49,14,22,27,36,7,95,14,11,17,0,0,0,13,6,43,75,2,32,53,471,0
FAT1,239,0,48,1275,46,354,62,110,11,57,44,109,20,22,37,314,68,57,45,91,9,88,35,55,10,2233,7,30,40,14,95,68,547,54,18,394,359,47,54,114,545,94,374,1400,25,19,901,71,41,359,68,121,100,34,15,78,3,280,57,6,548,7,21,221,630,25
WNT9B,0,0,0,0,6,0,0,13,5,0,0,48,25,7,6,47,0,0,0,0,0,2,95,0,0,21,3,32,0,0,12,10,5,12,0,0,7,0,0,0,0,0,22,3,0,0,4,8,8,5,0,0,0,9,0,0,7,0,0,0,39,7,2,39,8,0
IGF2BP3,359,954,222,1022,1587,811,438,486,825,143,520,566,815,910,586,289,873,1099,386,474,1487,291,1927,448,625,447,482,577,402,471,329,346,400,443,209,491,257,757,866,562,1056,1657,295,1202,645,405,681,388,3243,181,400,575,1133,425,304,1076,431,336,765,849,500,851,378,382,269,479
TUSC3,219,0,597,1032,1127,301,355,0,39,12,84,15,82,243,1558,67,0,71,97,42,36,46,1360,46,4,72,11,14,23,87,150,62,49,26,208,4,100,59,0,5,4,16,41,227,1132,123,143,165,330,2288,176,12,3,0,247,2380,56,142,0,244,143,134,204,80,266,0
SMIM1,976,160,138,177,412,223,123,274,901,81,1124,124,622,378,450,155,254,240,320,594,615,603,2660,88,75,1464,199,125,616,233,308,418,1790,195,156,526,465,34,193,156,228,753,140,252,289,749,1470,613,1083,412,516,527,138,468,606,680,613,876,110,356,1275,105,663,875,1556,613
INO80B-WBP1,0,1185,0,799,0,1243,942,0,2598,0,0,828,119,644,0,0,0,149,0,0,1493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1245,0,1161,0,0,0,868,0,1449,1669,0,0,0,0,0,0,0,1469,1070,0,0,0,0,0,106,0,1278,0,485,0,154
CMTM2,92,118,177,38,250,16,37,80,69,9,248,193,145,61,181,87,44,46,83,297,135,60,62,71,70,134,259,131,93,90,55,160,22,43,174,13,56,94,225,585,93,125,41,49,55,103,173,116,1120,288,103,163,967,46,200,3,106,34,153,23,286,59,59,260,47,31
TMTC1,312,18,17,707,17,1296,101,0,60,25,111,188,1697,157,30,582,796,356,52,445,108,138,121,138,43,837,24,36,372,355,178,240,327,371,378,205,242,4,40,14,37,71,358,511,92,193,156,372,239,658,1285,53,8,570,92,234,47,602,26,17,886,0,336,152,242,34
ADAT2,3930,2764,1369,3410,3218,2653,2214,3281,3725,889,2973,2067,3564,1210,2911,619,3262,3316,2375,2653,2711,4192,5085,3957,3052,3174,2391,2250,4216,2472,3398,2723,3884,2164,1706,2577,1117,2711,2605,1517,4369,2910,490,3519,1959,3071,3575,2324,4924,2913,2318,3482,2893,3914,2358,3040,2327,2263,1895,2764,3763,1886,3166,1844,3261,4255
RRS1,2174,945,2785,1738,1664,1329,679,1563,4279,537,2379,683,2770,1654,1083,388,1936,1016,1895,1678,2164,2494,7167,1490,678,2947,1387,842,2802,1660,1511,1551,2398,935,1166,3008,1220,1918,1330,1078,1833,2988,435,1885,1162,1917,2737,2021,1656,2268,2026,1745,2405,2227,1812,2092,1838,2117,1928,1355,2635,932,2283,1091,2125,2225
SLC22A18,496,228,253,228,420,233,148,281,462,212,261,406,117,417,375,204,658,560,296,535,341,300,307,254,426,366,762,361,383,174,224,311,160,176,276,197,335,132,393,625,217,242,118,151,204,578,240,284,636,543,396,471,482,375,271,232,360,309,137,325,1005,294,282,304,265,346
TNS1,9513,5510,6534,4662,10851,10340,4058,8555,7677,2729,7479,2110,10979,10696,8022,5398,9213,12845,5542,10312,7485,10899,7192,7020,7237,28354,5985,2649,6884,5220,3425,7120,38844,4223,8092,9794,6682,5436,5559,2587,7715,11527,1435,6827,9652,7806,33858,5525,20606,14588,10596,14708,5251,18413,5842,10229,6766,21994,3583,11021,10524,8048,8784,5052,24362,10058
PRTG,57,3,0,18,1166,29,726,4,807,150,4,97,233,0,55,433,14,0,40,9,10,17,1661,38,50,69,4,6,211,469,423,68,37,447,49,21,153,32,31,9,4,3,242,0,140,58,50,33,58,0,16,48,0,8,8,10167,6,11,0,3430,158,2,3,381,119,16
KDM4E,11,10,0,81,0,4,0,12,0,0,5,8,26,0,11,29,0,0,0,5,0,0,2,0,4,18,2,10,23,4,0,12,0,7,20,0,43,0,0,0,0,0,49,0,9,35,5,41,5,0,3,8,0,0,3,10,0,0,0,0,3,13,3,23,20,0
KLKB1,95,2,5,0,15,0,7,0,19,0,13,18,151,63,88,73,30,4,5,69,10,0,4,53,72,75,0,38,0,17,0,45,33,26,30,26,29,15,29,4,0,0,44,8,23,0,10,18,35,54,12,11,17,66,21,39,17,170,67,0,50,6,56,36,59,11
BRI3,4014,1861,2801,1833,2380,1621,2357,1775,4271,794,2035,1199,3442,3406,2304,1403,4207,1898,2310,2374,2638,3611,1763,1798,2439,4194,3557,2329,2339,2068,1796,3014,1416,1702,1838,2383,2785,1520,2437,2718,2235,2880,346,1928,1748,2076,1622,2482,2103,2541,2795,2728,3339,4119,1688,2424,2097,3528,3882,2482,5115,1495,1729,666,2967,3978
PCDHA9,5,187,4,14,12,135,1,6,3,0,2,65,7,48,163,85,29,2,14,13,7,25,41,13,11,20,8,21,25,32,19,3,3,20,52,19,136,1,46,22,4,8,63,8,204,0,11,28,10,0,10,98,3,11,8,91,14,8,9,200,11,2,9,73,25,9
ESRRB,17,1,0,5,7,0,28,3,0,0,9,55,31,4,25,80,41,21,15,11,0,9,1,7,9,48,19,45,20,7,14,38,21,26,12,27,70,25,25,21,16,4,102,22,4,3,29,54,7,25,19,24,6,36,4,19,4,18,24,13,51,4,50,19,44,29
NLRP7,16,78,0,23,15,0,18,45,9,0,65,48,0,21,0,78,30,21,43,6,4,11,0,0,11,11,1,23,27,0,0,0,45,25,0,25,3,5,33,7,0,19,14,7,0,5,4,0,0,10,0,0,4,0,19,0,4,13,12,0,70,0,122,34,26,40
ERVFRD-1,120,90,98,183,334,16,182,74,333,86,83,282,336,847,122,99,125,333,68,108,341,65,55,75,353,79,139,162,66,64,104,46,22,80,351,73,73,76,176,113,70,61,126,35,352,51,60,114,52,229,162,200,414,28,118,1123,37,66,61,359,63,650,6,337,57,234
CRISPLD2,227,90,282,14,99,15,74,48,100,0,146,222,66,71,155,186,113,7,418,296,146,92,76,105,45,658,169,140,146,82,116,55,132,136,199,255,218,48,65,1089,231,49,237,54,53,234,130,366,95,170,202,74,41,112,48,39,96,65,75,25,852,67,119,123,99,67
NUP210L,100,1065,72,67,51,86,60,69,25,29,62,75,562,40,67,87,58,54,66,671,139,34,41,67,60,62,82,58,49,58,46,63,728,29,77,43,52,126,77,365,67,38,113,29,65,68,75,57,40,497,89,69,80,26,111,67,38,20,145,68,59,135,23,258,78,58
ZNF589,841,1666,1228,1747,338,1820,777,558,361,373,944,1230,438,350,1802,611,547,1330,341,1169,2032,1135,1499,247,1181,1725,1121,372,1664,1192,1445,1377,1497,956,945,389,862,437,310,444,1471,1296,366,547,877,1073,892,1631,1264,1371,1685,2167,2124,1103,1236,1775,1095,1191,919,1540,1983,651,890,546,1636,2078
DNAI2,9,3,2,0,41,8,0,8,30,0,18,85,0,26,76,54,0,0,10,24,11,0,8,13,6,24,18,56,26,6,0,7,4,19,32,0,23,4,8,49,28,32,17,17,37,22,11,17,10,47,5,0,5,9,0,10,21,0,7,0,48,2,11,46,11,12
CHMP4A,1919,1300,1246,2206,1277,1855,964,1065,2275,202,694,1289,1554,1171,1177,500,1722,1147,879,1332,1174,1695,2640,900,1127,1712,1032,654,1893,1657,870,1219,891,838,1431,1047,1212,1428,1527,1562,1435,2543,251,3350,1084,1147,2205,618,1813,2093,1441,1597,2167,1404,2144,1241,1953,800,2134,1399,1868,1289,1292,1475,2035,2328
WDR55,3915,3157,2580,3175,2731,2214,2912,1239,4399,978,1585,1599,3548,2479,2867,834,3082,2301,3258,3378,3677,1736,5390,2993,1321,3783,1596,1357,3864,2315,2287,2696,2928,2418,2800,3039,1887,3174,3048,3696,1611,1761,691,3606,1746,3465,1717,2901,1851,2389,3332,3528,3382,3455,1288,2502,1468,2675,1821,2481,4312,2259,3007,1297,3482,1825
GBP1,1255,659,2012,1205,2654,1112,1805,394,3130,591,1178,642,1115,699,3209,911,6762,823,2218,631,1779,828,774,2463,154,603,1166,169,670,1202,783,1163,402,6736,2597,1545,1325,2916,2257,616,452,1461,277,1189,2139,523,3779,847,1149,560,1264,1139,1124,3447,705,809,594,1296,189,649,2261,544,579,1436,1150,311
