GENE_NAME,V1884,N58,V630,N60,V1297,NV1428,N82,V940,V2092,V624,V777,V553,V1441,V1921,V538,V1857,V456,NV912,V2089,V1823,V2241,N54,V655,V2110,V839,V125,N83,V637,V712,NV911,V2133,V1742,V1591,V108,V1874,V221,V148,N70,N87,V574,V359,V1337,V883,V1592,V1422,V1708,V1505,V18,V1788,V1776,N84,V1800,V716,N86,V888,V1321,V1279,V1528,V344,N85,V1699,V1456,V1394,V714,V67,V1090,V1860,V406,V1834,V1048,V806,V513,V1565,V1920
MIR4745,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MIR3153,14,13,31,44,13,16,29,36,20,31,29,61,12,26,27,13,5,18,39,8,18,49,17,18,46,53,38,14,170,37,20,20,35,33,25,14,25,58,22,35,60,14,61,58,84,42,25,88,47,24,25,9,87,30,29,10,44,35,48,33,42,20,12,65,32,26,24,121,25,26,20,68,45,15
MIR4639,53,9,26,5,28,32,61,37,30,67,10,14,101,43,43,15,11,15,50,38,21,8,6,23,44,13,53,18,29,35,4,38,10,28,28,57,23,32,54,43,18,46,18,46,39,41,44,43,43,22,44,34,35,62,38,11,21,31,17,40,72,36,31,11,12,60,27,61,45,26,42,28,24,43
MIR378B,0,2,0,7,0,0,3,1,0,0,0,7,1,0,0,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,2,0,4,0,0,0,1,0,0,0,0,0,0,1,7,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0
MIR4458,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,0,1,1
MIR297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR329-2,0,1,7,0,2,0,2,0,0,1,0,0,5,0,0,0,3,0,0,2,2,0,7,0,4,0,0,0,1,0,7,2,0,1,0,1,0,0,0,0,0,0,1,3,0,0,0,0,0,1,7,0,3,2,1,3,0,0,0,1,0,0,0,0,0,3,0,13,2,2,3,0,0,3
MIR6792,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,1,1,1,1,0,1,0,2,2,2,0,4,0,0,0,0,1,4,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,7
MIR7641-2,1,0,2,3,0,0,1,1,0,1,0,2,0,0,3,0,1,1,1,1,2,1,0,2,3,1,0,0,0,0,1,3,0,0,0,0,1,0,0,3,1,2,1,0,1,3,2,2,0,0,1,0,1,0,0,0,1,1,3,1,2,0,1,1,0,1,2,2,0,0,2,1,0,3
MIR5707,3,0,3,5,0,0,0,1,0,0,0,2,0,0,0,2,0,0,0,0,0,0,1,0,0,2,0,0,0,0,3,0,3,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,3,0,0,0,0,0,2,0,0,0,0,1
MIR2278,38,5,29,15,18,18,36,18,4,19,17,19,22,15,14,5,18,13,30,16,31,9,2,11,14,11,26,9,20,14,4,15,19,10,14,14,15,18,22,24,28,22,12,18,19,17,15,18,25,26,30,30,16,20,21,11,15,19,28,18,45,30,19,13,10,17,11,43,25,19,29,15,11,31
MIR3179-4,2,1,1,2,1,1,2,1,1,1,0,2,0,1,1,1,1,0,1,1,1,3,3,0,1,2,1,1,1,2,0,1,3,1,1,1,2,1,2,1,2,2,1,0,2,0,1,1,2,1,2,1,4,1,1,1,1,0,2,0,1,0,1,2,2,1,1,1,1,1,1,2,1,1
MIR6732,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MIR7846,2,2,1,2,2,6,1,2,1,2,2,14,1,1,1,5,1,2,12,10,2,2,2,8,1,3,1,1,1,1,1,25,1,1,1,1,1,2,1,1,4,2,1,0,3,1,1,1,2,1,2,7,1,1,3,1,1,1,3,2,2,1,1,1,3,1,3,2,4,4,2,2,3,3
MIR382,1,2,0,0,4,0,0,0,2,0,0,0,0,0,0,2,3,0,0,0,0,0,8,1,0,0,0,0,0,0,1,0,0,2,0,3,0,0,0,4,0,0,1,4,0,0,0,0,1,0,0,0,3,0,2,0,0,0,3,0,0,1,0,0,0,0,0,3,1,0,1,0,0,2
MIR7155,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,2,0,0,1,0,2,0,0,0,3,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,1,1,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,5,0,0,0,0,2
MIR6085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
MIR5583-2,0,1,1,1,3,0,1,1,0,0,2,2,0,3,1,2,0,1,2,3,2,3,0,0,4,0,1,2,3,1,0,1,1,1,1,3,3,1,0,3,0,2,3,2,5,2,0,0,2,2,1,4,4,0,5,1,2,0,0,2,1,3,2,2,3,4,2,1,1,2,1,2,0,2
MIR548I2,0,0,3,1,1,2,0,0,0,4,0,0,0,3,4,1,22,1,1,0,0,1,5,1,3,1,0,4,4,0,4,0,3,4,3,4,3,0,2,0,1,0,0,6,0,6,0,0,0,0,0,4,9,0,4,9,4,0,0,0,3,0,0,0,4,6,4,0,3,0,0,0,0,14
MIR568,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,1,2,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,1,1,2,1,2,1,2,1,2,1,2,2,2,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1
MIR608,0,6,0,6,3,1,0,0,4,0,0,10,0,0,0,2,0,0,0,0,0,4,4,0,0,4,1,0,5,0,2,2,0,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,21,0,1,0,0,0,0,0,2,0,0,2,0,0,0,0,5,0,0,0,0,1
MIR518F,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
MIR551A,12,8,5,12,6,15,1,3,2,6,2,2,14,6,19,4,3,8,4,5,8,8,3,9,4,8,14,6,3,5,4,7,2,9,11,20,12,13,4,1,10,6,4,6,6,12,2,12,14,2,0,19,6,0,2,12,16,0,5,4,17,6,9,3,2,11,7,26,23,3,8,4,0,33
MIR585,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,7,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,1
MIR550B2,2,2,1,2,0,0,0,0,1,1,1,0,5,0,0,2,1,3,1,0,1,0,5,0,1,6,1,0,0,1,6,1,0,1,1,1,2,0,1,1,5,3,0,0,1,0,1,0,1,1,1,2,0,1,4,3,1,0,2,3,7,1,0,0,2,1,0,1,0,0,0,0,0,5
MIR6880,5,6,10,15,7,3,0,5,5,8,7,11,6,6,14,5,3,7,15,7,4,7,6,4,6,9,7,4,8,6,4,13,3,7,2,9,10,25,4,3,6,2,3,6,8,9,3,9,7,2,8,11,24,1,4,10,8,2,5,3,11,4,6,7,2,4,11,23,10,6,6,11,2,25
MIR302D,0,0,0,0,0,0,1,0,3,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
MIR7158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR337,0,0,0,1,5,0,0,2,2,2,4,0,3,3,0,1,1,0,0,0,5,2,14,0,1,0,0,0,0,0,1,5,0,1,0,0,0,0,0,2,4,1,3,2,2,0,1,2,0,0,0,0,5,0,1,0,2,0,1,0,0,3,0,0,3,6,0,14,0,0,1,4,0,7
MIR5680,2,0,0,0,0,0,3,0,2,0,0,0,1,0,0,3,0,1,0,0,0,0,1,0,0,1,0,3,0,0,1,0,0,0,2,2,0,0,1,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1
MIR6854,2,0,6,2,0,4,2,1,1,1,4,6,2,2,4,2,2,1,0,0,14,5,4,3,6,3,2,1,8,1,2,2,1,7,1,1,2,1,0,4,1,4,4,6,2,5,0,2,2,1,1,0,1,2,3,4,1,0,2,3,1,4,1,1,1,2,0,1,0,2,0,1,4,3
MIR770,1,1,1,1,1,1,1,1,1,1,1,0,2,0,0,1,1,1,1,0,1,1,1,2,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,2,0,1,1,1,1,1,0,1,2,1,1,1,1,1,2,1,1,0,1,0,1
MIR92B,1,1,1,1,1,1,1,1,1,1,10,1,2,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,3,1,1,1,3,1,1,1,1,1,1,1,2,1,1,1,6,1,1,1,1,1,1,1,1,1,1,0,1,2,1,1,1,1,1,2,1,1,1,1,2
MIR4444-2,7,10,4,8,2,5,3,14,8,4,2,8,2,2,4,2,2,9,23,11,3,9,3,3,4,16,3,3,2,9,1,13,7,3,2,1,10,15,5,5,16,2,16,3,4,4,2,2,4,4,7,9,3,6,17,6,4,5,6,4,4,3,5,3,11,1,0,4,2,10,20,4,25,11
MIR3680-2,78,15,13,23,34,12,8,26,4,13,11,43,24,11,30,6,9,13,6,8,12,15,21,12,29,15,9,3,39,12,8,13,51,21,13,12,17,10,14,13,12,18,11,13,14,22,2,15,33,8,9,19,27,6,24,8,7,14,13,6,18,8,10,9,4,23,7,65,25,17,23,14,13,17
MIR4272,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR4282,0,2,0,1,0,0,2,0,1,1,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1
MIR4675,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MIR1275,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
MIR7-1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1
MIR7-3,0,0,0,0,0,2,0,0,2,0,0,2,0,0,0,2,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,6,0,0,0,0,1
MIR3921,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,1,0
MIR4658,2,5,4,9,1,3,4,1,1,5,3,9,4,3,5,1,4,3,9,3,6,5,3,6,6,4,9,2,5,2,2,5,9,7,4,4,12,8,4,4,4,2,1,3,2,4,4,3,4,3,4,7,4,4,6,6,3,6,6,4,3,1,3,2,3,7,4,2,3,6,3,3,10,2
MIR3147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,2,1
MIR548O2,1,2,3,1,6,0,5,2,0,2,1,6,2,5,2,4,4,2,1,1,9,6,2,0,1,2,4,4,3,5,0,2,3,9,2,0,2,5,4,1,2,2,2,1,4,2,0,2,4,4,4,0,6,2,1,3,1,1,1,6,4,4,3,0,2,1,3,3,3,1,6,7,1,0
MIR365B,0,0,2,4,0,1,2,0,7,0,0,1,2,0,0,0,4,0,0,0,0,0,2,0,0,2,1,0,1,0,1,2,0,0,0,0,1,0,0,0,4,1,3,2,0,0,0,0,1,0,0,1,1,0,0,1,0,2,0,0,0,1,1,0,1,0,1,0,0,0,2,0,1,0
MIR380,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,3,2,2,0,0,2,0,0,0,2,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2,2,0,0,1,0,10,0,0,0,0,1,7
MIR7973-2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
MIR4686,1,0,2,0,1,2,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,2,0,3,0,0,0,1,0,2,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
MIR5188,16,0,1,11,0,0,2,8,6,6,7,19,1,4,5,3,0,0,0,13,0,7,19,5,0,2,1,0,7,7,11,0,8,0,1,0,1,9,0,2,1,0,6,4,0,2,5,0,0,0,0,3,25,1,2,0,8,0,2,3,0,3,0,6,0,2,6,2,7,1,1,4,0,4
MIR3619,16,20,27,13,26,18,5,29,5,2,22,55,23,12,26,13,21,16,21,13,12,27,43,5,15,17,11,11,48,6,6,19,16,12,15,16,22,24,9,15,9,8,7,33,16,76,4,23,12,2,5,55,34,4,2,26,20,7,28,6,17,19,15,10,6,14,4,28,20,40,21,16,7,22
MIR508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR299,0,0,1,0,1,0,0,0,0,0,2,0,2,0,0,0,1,0,0,0,2,0,5,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,1,0,2,1,0,3,0,9,1,0,0,0,0,1
MIR4308,6,8,8,12,6,17,4,3,2,26,3,4,45,9,9,6,8,6,6,3,3,6,2,18,9,1,3,7,2,16,3,5,1,1,9,22,1,6,6,2,0,7,5,1,6,8,1,2,6,1,0,2,2,2,7,7,5,7,13,20,18,4,6,7,2,7,2,22,5,4,2,5,1,20
MIR433,0,3,3,1,5,0,0,5,5,7,7,0,4,0,0,0,4,0,2,0,0,0,14,0,0,0,1,0,1,0,8,5,6,3,3,0,0,4,3,11,0,0,2,3,5,10,1,0,2,0,0,0,9,0,0,4,0,0,2,0,2,6,0,0,3,9,0,24,4,0,1,0,2,15
MIR4426,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,1,1,1,1,1,15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MIR3611,8,2,8,1,9,9,12,2,3,2,8,10,5,10,8,0,6,3,2,3,6,6,14,10,13,4,10,5,5,13,2,2,3,6,8,0,2,8,2,3,9,9,2,11,14,10,17,5,10,8,14,7,5,1,8,7,10,0,9,5,4,6,7,6,2,17,2,11,9,2,5,11,3,3
MIR1294,13,3,9,6,0,5,0,7,5,2,5,11,4,5,1,6,7,1,6,6,9,3,11,15,3,10,0,0,4,5,2,8,11,13,5,2,3,0,2,21,8,6,5,11,7,12,0,16,5,0,3,2,10,5,6,7,2,1,3,4,2,4,5,3,2,5,2,3,6,5,6,2,5,5
MIR185,26,15,14,11,9,7,7,10,4,7,7,27,4,10,12,2,6,2,6,9,4,9,4,3,10,3,6,17,9,6,11,19,82,9,3,7,4,17,2,15,33,12,11,14,7,14,4,7,12,0,8,12,11,0,7,9,8,4,3,5,21,7,2,4,22,10,10,8,19,8,16,16,1,8
MIR4462,1,0,0,0,4,0,0,0,2,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
MIR125B2,0,1,2,1,0,0,2,1,0,1,1,1,1,1,0,0,1,1,2,1,1,1,1,1,1,0,0,0,1,2,1,0,1,1,2,2,1,1,0,0,1,1,0,1,0,1,0,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,1,2,0,0,1,3,0,0,0,1,0
MIR4800,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,2,1,1,2,1,1,2,1,2,1,1,1,1,1,2,1,2,1,1,1,2,1,1
MIR6506,69,75,83,104,41,50,66,81,39,132,111,64,85,84,114,29,161,42,57,48,67,135,66,43,127,80,101,1,78,50,4,80,111,111,92,45,59,101,60,86,92,72,47,126,35,89,102,68,82,41,90,117,150,55,73,144,77,103,122,67,29,38,113,62,72,125,50,102,69,42,1,100,77,74
MIR7847,13,2,5,7,4,4,2,7,3,4,4,29,3,4,7,4,9,3,9,3,5,5,6,3,3,3,3,4,5,3,4,4,13,6,6,6,2,4,21,5,4,7,5,3,3,7,20,5,16,2,22,9,5,19,13,6,4,3,5,15,3,4,5,4,3,6,3,6,5,6,4,3,3,7
MIR4417,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
MIR219A1,1,6,0,8,8,5,0,1,1,1,12,3,8,0,1,2,6,3,0,1,1,5,4,0,3,1,8,6,5,0,0,1,1,0,0,0,2,8,0,3,0,0,0,1,1,1,2,1,5,3,3,1,8,0,5,6,4,2,5,1,2,2,0,9,1,4,1,5,4,1,0,2,1,1
MIR6802,56,56,30,42,55,29,39,48,25,34,29,94,26,34,46,9,41,32,24,12,44,29,27,39,33,33,35,6,31,23,22,47,47,39,30,25,25,31,33,24,38,41,42,20,23,34,28,31,28,13,28,39,22,36,31,36,38,22,31,37,89,14,42,20,30,20,31,39,42,30,32,50,27,35
MIR554,3,7,4,23,6,3,10,2,7,2,10,3,2,5,3,0,2,3,0,6,3,11,11,3,3,3,3,1,19,8,1,3,6,3,4,3,2,15,16,7,4,0,5,2,3,7,1,2,3,5,15,2,29,8,7,2,4,10,0,14,1,0,0,32,3,3,1,12,2,0,2,8,1,15
MIR548AE1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
MIR5004,3,4,5,7,18,4,1,4,1,4,8,7,5,7,13,9,14,2,5,2,1,8,15,1,4,18,5,1,11,3,1,3,4,12,13,3,4,9,2,15,18,4,6,7,1,2,7,2,8,5,4,3,29,1,6,12,4,1,2,4,4,4,3,19,2,2,5,6,11,4,11,12,2,6
MIR486-1,10,24,2,32,3,5,2,29,13,8,0,5,3,3,1,5,0,2,2,7,23,6,20,29,4,40,2,4,1,11,14,81,156,3,0,4,10,1,8,18,106,3,15,9,17,6,16,76,4,6,3,0,0,4,52,9,17,12,0,7,24,11,3,0,34,6,14,13,4,19,11,15,33,6
MIR892A,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
MIR6789,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MIR138-1,2,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,2,0,2,0,0,0,0,0
MIR3130-2,4,1,1,0,2,0,1,2,1,1,2,1,1,1,1,0,1,2,2,0,3,2,1,1,1,1,2,1,1,1,1,1,2,1,3,0,1,1,1,3,1,1,0,2,1,1,1,1,1,2,1,1,1,1,1,1,2,2,3,5,1,1,1,0,2,1,3,1,0,1,0,2,1,6
MIR378F,0,0,0,0,0,0,1,0,2,0,2,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
MIR4273,0,3,2,14,0,2,0,0,4,4,7,1,5,0,1,3,6,2,5,0,6,4,0,0,3,4,0,0,6,2,4,2,2,6,3,1,10,5,4,3,8,3,0,8,0,6,3,7,7,5,2,7,0,2,8,2,17,4,7,2,3,1,4,3,6,4,7,3,3,0,0,3,2,6
MIR6894,44,24,21,25,15,31,41,50,11,31,20,48,19,24,36,5,22,15,44,20,35,19,29,11,41,19,30,11,24,9,0,21,42,26,12,27,28,28,45,28,21,21,26,39,35,15,24,30,13,37,31,11,22,27,31,23,17,34,60,47,41,65,14,23,17,39,25,36,8,36,20,28,20,26
MIR448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
MIR381,0,1,2,0,7,0,0,0,1,0,2,0,0,0,0,0,2,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,1,2,2,1,0,4,1,0,3,3,2,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,2,0,0,0,3,1,4,0,0,1,0,2,4
MIR6752,8,9,1,9,6,12,4,4,4,4,15,9,1,3,14,3,4,3,9,2,13,4,2,2,7,11,8,4,6,3,3,10,2,7,52,1,5,7,8,7,13,6,18,7,4,6,5,5,2,4,8,4,4,3,7,4,6,7,8,5,9,2,3,26,4,9,15,4,16,6,5,3,9,3
MIR15A,0,1,3,5,7,5,1,3,0,1,2,3,1,3,3,2,8,2,6,1,1,2,6,1,1,2,5,2,2,1,0,4,10,6,3,3,1,1,4,1,4,8,1,11,3,5,1,0,9,1,4,7,5,1,9,1,4,1,3,1,4,4,4,1,1,1,3,10,2,2,1,0,1,3
MIR5787,0,0,0,0,0,0,1,0,1,1,0,2,0,0,1,0,0,0,1,0,3,1,0,4,2,1,0,0,2,0,7,3,0,1,0,1,5,1,0,0,7,0,0,2,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,0,0,0,0,0,1,0,3,2,0,0,0,3
MIR509-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
MIR485,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4
MIR6800,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MIR3922,8,2,1,8,1,3,3,3,2,3,1,4,5,1,5,1,1,2,2,2,1,1,6,2,3,1,11,1,1,1,3,1,2,7,2,3,3,1,14,2,1,1,2,1,4,12,1,1,5,2,11,7,7,5,3,7,10,2,1,4,2,2,3,3,3,1,2,5,1,2,2,3,1,4
MIR6511A1,3,6,3,6,4,3,5,4,3,1,2,2,1,2,5,2,1,3,2,2,1,2,3,1,2,6,2,1,2,5,1,2,3,3,1,2,1,1,5,2,7,1,2,4,1,2,1,1,2,3,3,1,4,3,5,3,3,1,1,2,4,4,1,1,1,3,2,5,5,2,1,2,1,4
MIR3199-2,1,0,1,1,0,1,1,0,0,1,0,0,0,0,1,8,0,0,1,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,2,2,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2
