TE,V888,V108,V2089,V1279,V1090,V777,N85,V839,V1565,V637,V1505,V1834,V67,V1441,V1920,V1857,V630,V456,N84,N60,V1394,V1048,V18,N83,V538,V1742,V1884,V1297,V125,V1921,V1776,V1860,V940,N82,V148,V1456,V2092,V714,V1337,V553,V406,V1788,V2133,V1874,V221,N58,V1591,V2110,V574,V716,N70,V1321,V1800,V806,V513,V1592,V1528,V1823,V344,V1708,V359,V712,V883,V655,V1699,V624
HAL1B,3.0,1.0,2.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,4.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,4.0,1.0,1.0,3.0,1.0,1.0,0.0,1.0,2.0,0.0,5.0,2.0,2.0,8.0,2.0,3.0,0.0,0.0,0.0,4.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,0.0,1.0,1.0,0.0,3.0,0.0,1.0,4.0,2.0,2.0
HARLEQUIN,5671.71,10944.2,4080.87,7238.97,7789.26,6436.28,3972.99,7786.91,6707.45,2959.8,3030.87,9230.17,11405.3,9543.83,8579.57,5625.63,7066.99,11499.4,4786.91,8282.82,19063.2,3789.73,5702.94,7584.27,7226.74,6205.99,7147.16,6989.0,7476.03,6047.82,5183.96,4453.22,4448.8,4436.64,6759.53,6727.05,4996.61,5871.84,6407.53,12629.5,9002.95,10968.7,6234.91,7837.09,8441.06,6364.69,3483.96,4348.63,4225.58,10357.5,7957.99,7931.22,19814.7,7043.58,3657.98,19344.0,3914.91,2636.75,6720.82,8152.13,5007.43,8117.57,5388.53,7206.27,5846.49,8110.98
HERV-Fc1,721.0,603.0,477.0,613.0,303.0,375.0,176.0,473.0,439.0,144.0,229.0,634.0,703.0,405.0,756.0,358.0,285.0,604.0,237.0,352.0,369.0,351.0,258.0,359.0,681.0,583.0,354.0,502.0,847.0,338.0,303.0,361.0,548.0,205.0,673.0,371.0,268.0,200.0,471.0,595.0,733.0,375.0,444.0,315.0,492.0,379.0,359.0,265.0,341.0,606.0,359.0,589.0,820.0,511.0,354.0,469.0,216.0,244.0,846.0,391.0,690.0,288.0,638.0,266.0,941.0,493.0
HERV-Fc2,12.0,0.0,3.0,2.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,25.0,2.0,2.0,15.0,119.0,2.0,0.0,4.0,0.0,0.0,3.0,0.0,2.0,2.0,5.0,1.0,9.0,11.0,3.0,5.0,7.0,5.0,16.0,4.0,0.0,31.0,0.0,0.0,1.0,2.0,0.0,58.0,0.0,0.0,1.0,6.0,2.0,1.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0,4.0,0.0,21.0,27.0,0.0
HERV-K14CI,71.6891,68.7947,18.0,90.7869,44.7292,132.237,50.2349,37.7376,12.3902,5.59508,25.949,437.047,71.3626,33.0486,219.027,634.987,69.6024,84.5746,29.8594,70.8477,28.2604,13.0375,24.1129,37.9059,45.6945,84.3256,53.3755,130.924,126.409,26.7808,90.129,51.222,38.3005,87.9991,22.7222,19.8942,461.508,52.3047,25.1876,119.906,54.494,35.4243,1183.16,57.0606,50.5213,21.6541,29.7174,77.0844,86.0157,254.956,61.5774,96.4449,22.9126,28.644,50.663,87.1234,16.5352,15.6216,19.3746,27.0798,50.3978,72.2776,61.2155,519.084,184.439,16.7798
HERV16,3.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,21.0,1.0,0.0,6.0,34.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,7.0,3.0,0.0,0.0,1.0,0.0,15.0,1.0,0.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,19.0,4.0,0.0
HERV1_LTRb,29.0,52.0,36.0,49.0,55.0,117.0,32.0,78.0,61.0,42.0,36.0,49.0,33.0,61.0,68.0,53.0,62.0,75.0,39.0,28.0,31.0,43.0,15.0,44.0,64.0,39.0,42.0,31.0,35.0,31.0,24.0,40.0,44.0,31.0,50.0,63.0,29.0,39.0,44.0,57.0,80.0,64.0,67.0,32.0,76.0,56.0,33.0,31.0,45.0,57.0,167.0,65.0,62.0,39.0,53.0,68.0,31.0,31.0,52.0,69.0,54.0,64.0,38.0,66.0,34.0,45.0
HERV3,826.0,658.0,520.0,664.0,417.0,346.0,421.0,544.0,512.0,104.0,393.0,519.0,873.0,1197.0,806.0,541.0,501.0,544.0,600.0,610.0,373.0,466.0,377.0,835.0,702.0,762.0,413.0,652.0,696.0,478.0,500.0,536.0,453.0,520.0,903.0,431.0,456.0,293.0,630.0,809.0,836.0,741.0,502.0,420.0,905.0,527.0,423.0,427.0,485.0,754.0,508.0,695.0,738.0,498.0,414.0,399.0,363.0,253.0,548.0,742.0,819.0,731.0,491.0,318.0,637.0,548.0
HERV35I,446.722,739.068,280.391,473.584,535.671,537.243,400.668,474.585,477.58,105.928,342.397,749.778,345.64,453.626,751.029,659.614,315.507,615.319,443.634,546.547,424.148,287.856,423.531,568.502,604.25,414.056,352.042,433.95,555.454,420.269,494.218,324.512,470.261,413.597,423.175,396.493,587.553,404.275,504.304,721.461,718.95,530.919,845.441,455.04,533.762,383.752,362.354,306.658,532.099,847.441,482.451,535.683,790.436,456.296,344.618,774.725,288.976,268.899,454.315,586.477,395.881,609.863,354.755,1058.75,509.569,406.937
HERVK,3139.06,3039.07,1807.01,4327.03,5435.01,4564.04,2060.09,2772.1,3430.04,870.0,1553.0,4651.06,3203.05,2685.0,9082.36,4032.12,3525.13,4684.0,2360.01,3252.05,2499.09,1649.06,2684.02,4630.09,3671.05,2351.05,2135.01,2840.14,3822.09,2729.0,3082.12,2776.0,2046.02,3115.03,2651.0,1547.0,2847.05,2024.02,3226.05,3238.07,2380.03,2247.0,4660.27,4111.04,3523.03,2389.05,2081.05,1940.03,2797.0,5331.14,3239.1,5669.38,4221.02,2571.07,1999.0,5282.04,1542.02,1270.01,1711.01,4109.17,2654.08,2786.08,2440.06,4157.0,3782.1,2153.02
HERVK11I,1933.0,1836.21,1082.0,1523.0,1726.0,1734.0,1201.0,1731.0,1958.0,632.0,1195.0,2758.0,1025.0,1562.0,3887.0,3197.0,1299.0,2317.0,1742.0,1251.0,1098.0,1331.0,1626.0,2523.0,1673.0,1476.0,1357.0,1685.47,2084.0,1326.0,1772.0,1220.0,1258.0,1654.0,1693.0,1213.0,1950.0,861.0,1472.0,1755.0,1806.0,1289.0,4253.0,1336.0,2112.0,1190.0,1817.0,1215.0,1914.0,1849.0,1599.0,1669.0,1786.0,1663.0,1037.0,1835.0,691.0,849.0,908.0,2343.0,1213.0,1986.0,1216.0,3084.0,2499.0,1336.0
HERVL74,18.0,27.0,6.0,39.0,34.0,36.0,41.0,24.0,25.0,7.0,29.0,28.0,18.0,24.0,42.0,37.0,15.0,26.0,29.0,25.0,19.0,9.0,14.0,43.0,31.0,31.0,25.0,20.0,26.0,17.0,28.0,10.0,18.0,40.0,16.0,15.0,35.0,20.0,43.0,34.0,32.0,22.0,67.0,22.0,37.0,14.0,27.0,16.0,22.0,47.0,27.0,29.0,14.0,11.0,21.0,37.0,18.0,15.0,15.0,31.0,20.0,23.0,9.0,49.0,31.0,20.0
HERVS71,870.0,589.0,567.0,1032.0,675.0,779.0,524.0,1027.0,1332.0,343.0,800.0,1007.0,640.0,864.0,2183.0,965.0,618.0,991.0,566.0,901.0,496.0,861.0,1076.0,845.0,946.0,786.0,642.0,1021.0,1051.0,728.0,785.0,695.0,633.0,578.0,652.0,594.0,728.0,418.0,596.0,513.0,1034.0,720.0,1352.0,698.0,1085.0,673.0,1170.0,525.0,818.0,1097.0,979.0,931.0,565.0,880.0,559.0,853.0,565.0,490.0,575.0,1028.0,817.0,838.0,801.0,937.0,1043.0,748.0
L1M2A1_5,135.0,141.0,103.0,70.0,130.0,86.0,169.0,69.0,99.0,32.0,85.0,206.0,81.0,107.0,203.0,181.0,82.0,217.0,118.0,165.0,93.0,88.0,76.0,142.0,138.0,114.0,107.0,111.0,133.0,76.0,106.0,95.0,85.0,150.0,137.0,89.0,128.0,87.0,95.0,162.0,165.0,132.0,129.0,118.0,164.0,70.0,92.0,145.0,102.0,221.0,109.0,163.0,121.0,110.0,73.0,136.0,101.0,79.0,73.0,115.0,134.0,103.0,81.0,132.0,140.0,107.0
L1M6_5end,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L1M7_5end,12.0,7.0,6.0,9.0,24.0,7.0,20.0,13.0,5.0,4.0,10.0,4.0,4.0,18.0,17.0,7.0,9.0,11.0,14.0,6.0,10.0,10.0,5.0,20.0,10.0,2.0,11.0,18.0,12.0,10.0,14.0,8.0,8.0,6.0,7.0,6.0,10.0,8.0,9.0,3.0,22.0,8.0,11.0,8.0,20.0,11.0,5.0,10.0,3.0,10.0,9.0,19.0,7.0,7.24461,4.0,9.0,8.0,10.0,4.0,11.0,5.0,7.0,4.0,12.0,6.0,9.0
L1MA2,3964.14,4231.99,2867.3,3977.89,4250.45,3842.24,3218.37,4255.31,3695.27,1087.38,3373.61,5749.27,2730.93,3888.51,5533.02,7106.08,3222.44,4756.89,4176.42,4310.83,3041.39,3413.06,3395.27,4722.09,5588.58,3931.12,3398.0,4446.46,4471.47,3832.83,4024.5,2847.37,4129.99,3757.8,3598.64,3339.0,4177.42,3237.58,4510.11,4404.68,6693.98,4443.32,7899.93,4381.24,4574.93,3110.76,3346.47,3132.7,4729.32,6397.87,3786.78,4202.59,3458.3,4192.59,3117.62,5402.07,2883.86,2789.68,3396.79,4383.55,3272.5,3569.91,3462.12,7300.07,4013.25,4271.62
L1MA3,5424.68,6102.76,3466.23,5709.63,5941.96,5918.58,4964.97,6322.23,4735.33,2177.06,4688.2,7309.09,3558.78,5235.97,6746.91,7987.04,4239.07,6509.96,6349.55,5871.99,4297.84,4715.33,4279.95,6965.62,8304.86,5461.4,4806.77,5673.94,5639.16,5611.91,6084.57,3806.65,5352.79,5073.48,4942.29,4572.28,5113.76,4989.68,6133.59,6159.42,8924.76,5954.46,8694.76,6691.98,6441.15,4337.17,4618.54,3745.48,6286.98,8956.67,5112.96,5792.72,4833.17,5678.59,4298.07,7668.67,3904.4,3608.57,5368.0,6640.37,4249.32,5370.93,4380.99,9147.06,5157.81,5892.59
L1MA5A,2045.94,2331.02,1504.58,2192.71,2425.61,2416.78,1921.28,2328.77,1798.61,605.922,1869.6,2803.96,1372.95,1964.23,3002.36,3379.92,1655.93,2518.8,2567.32,2312.23,1711.63,1771.46,1678.71,2724.91,2920.34,2190.89,1899.68,2204.71,2197.08,2189.11,2394.17,1587.74,2114.64,2139.3,1987.98,1805.51,2363.99,1673.95,2433.79,2540.53,3390.06,2252.02,3532.14,2356.21,2401.34,1669.32,1882.42,1722.57,2503.09,3527.7,2023.85,2214.01,2058.68,2319.55,1750.14,2814.44,1486.45,1347.13,1876.37,2489.59,1628.09,2079.1,1724.84,3946.48,2144.32,2179.32
L1MA7,1604.98,1867.48,1175.74,1698.03,1848.97,2144.49,1548.61,1882.46,1557.81,398.801,1470.2,2304.38,1136.46,1572.97,2152.37,2543.03,1405.16,2353.82,2150.97,1704.51,1372.67,1465.3,1386.45,2354.77,2303.23,1555.7,1581.86,1755.05,1667.63,1777.43,1827.34,1377.45,1715.66,1729.4,1657.94,1381.11,1815.75,1385.57,1985.47,2103.17,2519.4,1830.69,2829.01,1874.64,1926.67,1371.38,1367.55,1281.18,2078.46,2836.78,1714.14,1899.35,1663.32,1813.36,1280.11,2517.01,1201.74,1093.25,1370.85,2043.91,1352.86,1708.49,1376.15,3376.05,1680.99,1663.4
L1MA9,2420.68,2930.47,1598.7,2416.44,2529.14,2406.53,2068.45,2521.35,2093.07,571.375,1829.11,3561.01,1632.76,2256.49,2958.06,3677.36,1798.47,3074.48,2840.28,2485.42,1830.23,1864.76,1923.39,3255.64,3553.58,2406.1,2236.0,2650.21,2408.59,2630.99,2515.37,1810.32,2059.25,2236.56,2134.19,2008.5,2367.56,1844.92,2898.54,2810.51,3666.64,2686.36,3873.61,2751.1,2665.25,1681.44,1893.71,1833.68,2574.16,3607.97,2220.49,2512.8,2187.32,2365.9,1803.85,3182.87,1665.41,1358.92,2013.13,2897.19,1764.7,2330.9,1704.44,4242.9,2250.44,2433.02
L1MB3_5,1061.5,1363.16,677.493,1164.34,1323.23,1306.94,939.289,1372.91,949.281,357.706,883.638,1266.51,635.386,1130.77,1293.39,1166.02,901.843,1466.51,1402.85,1166.55,1035.03,852.155,828.732,1517.9,1900.56,980.919,794.238,1119.22,1073.35,1156.46,1234.45,877.754,910.757,960.692,832.713,955.887,1010.19,943.434,1327.44,1382.39,1889.15,1216.51,1196.75,1423.79,1464.63,787.185,869.757,834.72,1188.32,1627.62,951.062,1124.47,1151.78,1117.33,850.113,1810.73,741.405,640.352,1170.0,1404.03,798.982,1059.48,782.677,1703.91,895.927,1229.01
L1MCC_5,6.0,5.0,3.0,5.0,3.0,9.0,3.0,0.0,3.0,1.0,6.0,13.0,1.0,14.0,8.0,31.0,8.0,3.0,2.0,7.0,3.0,6.0,2.0,2.0,8.0,1.0,4.0,7.0,10.0,5.0,9.0,6.0,7.0,0.0,2.0,16.0,13.0,1.0,7.0,8.0,3.0,5.0,27.0,8.0,8.0,4.0,12.0,10.0,13.0,8.0,13.0,12.0,2.0,15.0,9.0,7.0,5.0,6.0,3.0,4.0,5.0,7.0,7.0,20.0,14.0,4.0
L1MD3,524.702,622.873,376.723,535.635,638.958,539.011,566.756,590.442,476.313,129.591,531.295,570.891,363.251,527.959,607.342,757.228,430.045,608.852,742.975,527.692,466.724,490.399,479.746,687.715,698.722,560.564,508.5,576.746,543.539,612.504,639.883,424.16,535.603,592.58,423.586,462.451,483.932,480.381,650.73,537.149,908.504,656.685,778.625,566.843,723.196,406.929,485.686,445.899,722.313,874.411,504.52,515.274,427.844,530.634,482.985,723.149,416.566,355.821,522.414,571.625,445.259,511.675,396.431,929.305,529.737,604.707
L1MDB_5,20.0,27.0,16.7816,59.0,38.0,26.0,25.958,41.0,23.0,13.0,40.0,54.0,16.0,26.0,42.0,85.0,18.0,60.0,46.2668,35.0,33.0,27.0,15.0,40.6665,46.0,28.0,17.0,27.0,35.0,33.2808,29.2889,21.1621,26.0,33.6582,23.6951,35.0,67.4344,23.0,31.0,66.0,49.0,50.0,90.0,31.0,35.0,26.0,38.0,15.647,29.012,54.0,44.0,43.0,26.0,43.0,26.0,47.0,19.0,9.0,35.0,34.2768,25.0,27.0,31.0,85.3942,32.0,47.0
L1ME3C_3end,26.4756,35.0578,28.1521,45.0818,50.7538,41.7413,47.1436,31.9197,21.4999,11.4525,14.2038,37.7007,20.6149,36.3355,51.7133,39.6196,28.8282,69.7896,55.2778,26.8305,27.0779,20.6106,28.6385,60.5472,54.754,26.6026,25.3919,42.9422,28.758,39.2457,53.027,32.2608,19.6207,54.3317,53.1647,36.7398,45.4665,37.6315,61.1986,59.0276,36.6959,29.4766,28.5134,40.1937,62.6626,24.9085,26.8197,22.3441,37.7639,53.5855,20.0689,38.4829,28.1599,39.1236,23.8935,38.3841,22.212,16.6904,40.821,39.8891,28.2776,27.8536,17.0625,66.2695,34.524,26.2062
L1ME3D_3end,56.4577,50.5365,51.231,42.13,64.5237,42.2707,42.2125,41.6258,48.2111,18.7921,41.2814,78.4499,34.7987,59.8124,80.6189,68.4252,42.5147,52.7725,55.0425,46.2476,30.6047,39.7528,30.1017,45.9205,81.492,63.9805,53.3745,53.3149,59.1876,29.7332,55.0508,25.6979,42.5572,41.9067,40.736,41.2261,44.9051,39.2422,63.3008,100.343,75.4896,45.7137,85.8536,57.0839,40.3025,41.002,41.0787,19.8738,68.9081,78.1864,51.941,36.0675,31.6471,44.2208,54.872,54.9229,25.6372,37.3551,53.4626,58.9343,33.0157,57.0968,44.9726,81.9176,63.4841,65.0711
L1ME3E_3end,110.445,129.04,123.142,130.826,85.5439,99.2817,80.9614,133.062,107.691,17.9335,60.062,57.5061,103.593,101.777,87.2407,88.7516,120.064,133.548,142.786,120.056,168.812,96.8829,122.268,158.444,104.571,101.321,65.6882,112.682,132.945,114.859,97.7558,90.7741,121.599,165.954,163.253,148.219,88.15,124.884,120.376,80.6442,133.54,117.212,53.5209,107.981,162.344,97.3121,120.471,95.6345,116.371,224.309,134.455,133.838,103.76,295.621,82.7848,136.479,70.5733,86.6183,107.825,99.9384,132.727,96.3658,97.0985,145.502,112.086,118.146
L1ME4A,15.3837,15.0,15.0,11.2702,19.8651,9.21126,15.2971,12.0,15.214,2.0,13.3887,14.0,6.0,8.30587,17.0,25.8447,21.0,11.0,22.0,13.0,4.0,15.7462,16.6853,18.0,15.0,11.6167,5.0,10.3544,9.0,7.0,16.4997,17.0,14.0,18.0,31.0,17.2913,17.0,2.0,26.6218,13.0,21.0,15.2656,27.0,10.3114,12.0,10.0,15.0,17.0,28.3931,12.0,11.5547,11.1233,11.1622,9.0,3.0,19.0,8.0,4.0,4.2079,12.0,11.1587,12.0,10.0,26.2861,14.0,11.0
L1MEA_5,0.0,0.0,0.0,1.22377,0.0,0.0,0.0,0.0,1.09297,0.0,0.0,5.2443,0.0,0.0,1.25497,6.9457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.43273,2.60368,2.56528,0.0,1.06318,0.0,0.0,0.0,0.0,3.78261,1.34988,1.87989,0.0,2.03759,2.5388,0.0,1.73557,0.0,0.0,7.14813,1.18808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.34703,0.0,0.0,1.31237,0.0,0.0,0.0,0.0,0.0,1.30769,0.0,0.0,6.91775,0.0,0.0
L1MEe_5end,16.0,23.0,15.0,25.0,35.0,29.0,18.0,23.0,24.0,5.0,28.0,25.0,14.0,21.0,23.0,29.0,17.0,16.0,36.0,26.0,20.0,25.0,20.0,48.0,24.0,17.0,11.0,20.0,24.0,43.0,36.0,16.0,9.0,27.0,18.0,12.0,24.0,22.0,21.0,23.0,33.0,27.0,15.0,34.0,22.0,12.0,13.0,10.0,26.0,41.0,16.0,14.0,17.0,27.0,21.0,37.0,15.0,14.0,17.0,23.0,18.0,30.0,15.0,52.0,12.0,32.0
