TE,V888,V108,V2089,V1279,V1090,V777,N85,V839,V1565,V637,V1505,V1834,V67,V1441,V1920,V1857,V630,V456,N84,N60,V1394,V1048,V18,N83,V538,V1742,V1884,V1297,V125,V1921,V1776,V1860,V940,N82,V148,V1456,V2092,V714,V1337,V553,V406,V1788,V2133,V1874,V221,N58,V1591,V2110,V574,V716,N70,V1321,V1800,V806,V513,V1592,V1528,V1823,V344,V1708,V359,V712,V883,V655,V1699,V624
AluSq4,10564.6,7087.95,7645.18,6318.41,6146.72,5802.14,6910.86,7199.37,7827.04,5509.23,5269.01,11057.2,6212.38,5482.93,11282.2,7387.59,6218.03,6790.29,8750.55,10716.9,4825.62,6802.78,6372.75,9846.74,7977.82,10602.3,10443.6,6111.84,10798.0,5872.89,6070.41,6237.58,7597.55,7736.55,9297.96,5053.3,6448.07,5255.63,6249.61,17258.4,10341.3,7599.22,9095.2,6322.66,8039.25,7437.02,6325.66,7170.52,6657.33,10926.4,9183.03,9613.16,10113.0,8599.75,6513.05,7000.86,4942.39,5527.5,6809.83,7281.21,10209.2,6160.59,6286.47,7303.83,11823.0,6143.93
AluSx1,756.095,126.705,0.0099518,495.396,240.171,697.467,1616.28,1171.53,740.682,0.00990243,700.312,1053.63,0.00997236,589.913,942.693,763.668,664.561,486.402,1155.7,1010.06,853.609,1056.5,477.676,682.595,322.372,1152.75,663.601,311.465,1354.15,575.748,598.586,740.443,817.724,1497.77,1207.8,489.195,817.798,535.834,786.227,2024.14,1005.54,1589.88,236.1,1283.85,674.604,898.038,1385.73,1464.17,1068.64,266.044,237.147,428.421,954.227,1240.33,657.322,727.361,608.725,639.883,1079.57,263.452,1346.91,707.978,757.249,907.638,1054.16,730.043
AluSx3,50199.5,35258.9,38918.9,33527.7,32374.5,30034.7,38229.6,35112.7,38894.3,34469.7,27672.5,59750.8,32718.6,28396.9,59355.9,38325.0,32716.6,34784.8,38037.7,49235.3,26221.9,28167.3,27829.5,47159.4,37240.2,51282.4,61399.5,32472.6,49409.4,31049.6,30771.1,25881.1,30678.8,41703.4,45649.0,26263.0,31727.1,27580.8,32332.1,88774.5,52474.6,40011.8,33066.6,34050.2,31010.2,34964.2,33352.8,29202.7,34467.2,51816.3,42833.0,46497.6,48683.6,36331.3,36033.5,35702.4,24461.9,23330.9,35263.6,37300.6,50734.6,32340.4,27829.4,36656.9,60162.2,29430.7
AluSx4,39423.3,29071.6,29775.9,26509.3,25535.1,24123.4,29231.7,29994.6,30182.7,25951.2,22394.3,47355.5,25158.9,22838.8,44931.1,31425.4,25439.5,27678.6,31452.5,39538.6,19967.8,24481.0,22242.8,36587.6,30960.0,40029.5,50277.2,25764.7,39527.6,25327.4,24433.8,22099.4,26810.3,31524.9,35364.1,20937.4,24801.8,22234.7,25979.6,68063.1,44187.5,32141.8,25811.3,25866.5,26534.9,27359.8,25924.5,24237.6,27135.7,40954.4,34228.1,36992.9,37291.4,29667.3,28032.5,29090.7,19365.6,19937.1,28080.0,30477.0,38524.9,24520.8,23729.4,28856.4,46021.6,23702.6
AluSz,97889.9,77204.2,72650.0,69912.0,68535.7,65814.3,76153.3,79070.2,75601.5,66172.2,60281.6,120296.0,62905.9,60355.4,109524.0,75990.9,68141.2,74194.3,81391.5,102524.0,51707.9,60824.1,56764.6,94884.3,83416.4,98374.0,133044.0,63967.2,95103.5,66095.1,64618.4,53940.3,66225.3,83344.2,88326.4,56270.0,57923.6,61005.6,67075.4,173396.0,115001.0,83737.6,63135.2,68391.0,69240.5,70549.3,71803.6,61640.0,80493.5,110707.0,80743.2,89006.1,93160.8,77909.6,75040.5,75469.9,51608.8,49484.8,74588.3,80322.3,99310.6,67482.0,60137.5,76178.2,111118.0,62175.2
AluSz6,52882.8,37695.8,38143.3,34617.5,33710.6,31777.3,36344.2,38549.7,38991.8,29455.9,28706.3,56723.1,33108.8,30177.4,56960.9,36618.1,33399.1,35726.7,39868.0,52627.4,25632.7,32492.8,30373.6,46056.4,40950.8,52217.3,60446.3,31946.9,51593.4,31592.8,31470.7,29276.4,34925.3,38150.9,45608.8,27448.8,31170.4,29739.1,33422.8,85985.2,55232.0,40996.2,34923.8,33380.2,37282.7,38290.5,33030.4,33025.7,35033.2,55866.0,43822.2,48331.0,49876.3,40900.2,34659.9,37399.0,25173.8,26499.2,36887.4,39169.7,50991.3,32996.4,32755.3,37341.7,57278.2,31308.4
AluY,28289.3,15642.1,26331.8,14193.8,12535.9,12898.5,16200.7,18354.4,21456.2,16604.0,12258.1,34512.5,19348.4,14650.4,38088.1,32596.2,15083.1,12824.0,20673.9,28825.2,11642.1,15706.2,16154.1,24467.3,15967.0,35003.7,32245.8,14880.5,32841.0,14598.0,14376.6,17985.2,17744.0,18124.4,25107.7,18216.6,29456.3,12521.0,13298.5,54054.0,23678.2,19336.7,32074.1,15240.5,17433.0,19816.4,15572.9,20495.5,12202.3,24454.4,28071.0,25721.6,26702.8,18020.2,18038.7,15227.7,12503.7,11746.9,15119.7,16041.5,31157.7,14135.7,15429.6,20086.9,37642.9,14130.9
AluYa4,104603.0,75333.9,81154.8,70598.5,65083.7,60812.8,70954.3,74857.7,82190.4,60963.0,56774.3,117099.0,65777.8,60249.6,118184.0,82583.4,67700.0,70617.1,78939.3,102586.0,50645.3,63982.1,62297.6,93416.7,77095.6,104923.0,127816.0,65933.6,105311.0,62252.1,62016.2,57537.1,71354.5,77643.2,95397.1,54933.3,65587.3,57748.7,65533.8,168309.0,107027.0,81864.9,66190.2,63784.7,72230.3,76363.3,65820.0,62555.3,66150.2,108071.0,83955.2,98225.7,98905.9,81411.7,70729.4,74254.5,48855.1,53186.5,74579.6,80897.3,102150.0,64542.1,64462.9,75773.4,115088.0,60999.7
AluYa5,40222.0,25893.7,30249.7,24972.7,23007.9,23797.3,29370.2,28268.9,28788.6,25913.4,19672.2,48837.9,26989.4,19507.0,51849.3,38037.8,21342.5,26929.5,29409.5,41555.8,18402.1,27960.6,20398.4,34850.0,32066.2,38446.7,54167.4,20556.3,40665.5,24567.3,22577.9,20922.9,28557.6,29185.0,36753.7,19315.1,30072.6,21249.6,23144.6,68676.1,41962.2,28501.4,29746.8,23397.5,24482.9,25538.1,25240.3,23506.2,25893.2,34317.7,34499.1,38662.9,40526.9,31120.2,27811.7,26749.8,17438.7,22540.5,24010.2,29121.8,38799.9,22978.7,25048.5,29781.4,46016.6,20985.2
AluYa8,10164.7,8053.41,7546.22,7451.15,6975.85,6524.74,7399.27,8150.3,8071.22,6131.68,6240.68,11921.5,6808.91,6395.18,11474.7,7547.34,7051.42,7995.12,8407.51,10283.3,5527.4,6621.15,6201.74,9923.12,8621.12,10313.2,13432.8,6654.87,10114.1,6700.21,6805.67,6047.7,7248.16,7989.77,9032.71,6403.59,6055.0,5987.65,7482.22,15949.3,12043.3,8584.77,5214.41,7046.57,7609.08,7627.97,6860.75,6354.95,7310.75,10853.9,8447.98,9561.96,10022.2,8131.97,6955.68,8174.59,5206.9,5427.78,7534.31,8493.37,9872.91,6315.47,6243.49,7443.74,10995.5,6659.67
AluYb11,2151.99,1488.93,1765.25,1638.29,1162.32,1243.7,1415.11,1375.31,1582.13,1238.16,937.375,2544.85,1330.41,1450.48,2329.55,1698.94,1131.44,1413.81,1923.42,2343.28,1158.63,1192.59,1083.8,1780.29,1623.84,2215.91,2323.07,1195.57,2237.54,1136.16,1018.89,880.844,1454.78,1402.38,2259.97,964.444,1561.71,1428.91,1327.95,3989.91,1809.15,1678.0,1593.81,1018.62,1435.57,1854.96,1303.13,1272.97,1469.91,2145.8,1882.01,2099.35,2003.03,1383.99,1614.69,1493.98,855.565,937.656,1512.73,1924.82,2275.32,1072.73,1013.66,1717.31,2484.21,1384.03
AluYb3a1,54287.3,38146.2,41662.3,37056.2,33333.0,31315.8,39916.5,37571.2,39773.9,32627.8,29348.5,64743.7,35698.8,30630.0,65239.8,48875.8,34769.4,34734.9,41574.3,51732.7,27539.2,30175.1,27071.5,46456.8,40919.7,57988.9,66916.0,33582.3,51842.4,32386.8,31982.9,26236.6,34326.7,42581.3,48948.4,30326.0,38146.7,29026.7,33871.8,84052.1,56494.8,40442.0,38652.9,35423.0,31420.2,39504.6,35905.9,30223.7,35883.3,51237.6,42062.0,50674.4,50764.5,37484.4,37415.4,37289.1,26607.3,25162.2,37100.4,44002.4,54349.1,32542.1,30918.5,41643.9,61337.0,34413.8
AluYb3a2,4132.9,2230.54,3219.52,2136.84,1776.44,1653.86,2205.98,2112.35,2962.61,1746.12,1629.87,4571.5,2802.43,1846.81,5422.46,4311.52,1793.72,2084.62,2511.21,4069.23,1482.82,2193.23,2071.65,3080.02,2344.08,4196.65,3410.57,1931.71,4432.85,1746.97,1717.99,2053.31,2545.3,2468.79,3627.73,1466.04,3868.33,1687.83,1833.38,6376.66,2910.3,2522.63,5152.08,1975.93,2659.92,2713.52,2078.72,2431.92,1890.46,3718.96,3576.18,4463.72,3938.93,2763.42,2050.07,2233.41,1413.85,1810.77,2083.15,2505.59,4124.07,1917.03,2285.22,2714.77,4858.07,1738.37
AluYb8,10364.4,5384.44,8655.84,5518.09,4924.43,4946.55,6698.72,5594.05,7746.27,5441.99,4690.1,12107.9,7029.61,4506.91,14121.9,11994.0,5072.09,4887.67,7451.8,10121.7,3668.24,5882.32,4637.64,8738.28,6276.82,10475.6,10910.2,5065.59,10239.0,5678.37,5397.9,5272.03,7003.7,6617.51,9232.01,4492.13,9982.41,4693.47,4819.27,15377.9,8406.83,6296.22,11686.5,5580.69,5652.34,6696.35,5432.13,5973.16,4653.88,7816.44,9019.15,9203.34,9292.96,7245.88,5951.81,5906.04,4206.5,5217.74,5321.23,6600.19,9940.51,4616.54,6628.29,6922.38,13147.4,4580.45
AluYb8a1,10488.5,7595.87,8247.72,7057.89,6834.65,6167.12,8422.32,7358.72,8268.92,6278.58,6244.44,11648.0,6950.4,6020.71,11919.4,8218.58,6754.18,6541.7,8459.09,10496.8,5052.03,6751.57,6040.31,9297.02,8125.95,10673.3,12622.7,6638.05,10390.9,6930.32,6447.27,5918.0,6920.79,8220.14,9219.81,5283.27,6724.04,5828.06,6694.5,16592.8,12074.8,8488.29,6572.01,7261.81,6743.89,7768.6,7487.47,6461.12,7723.63,10302.7,8554.62,8951.58,10371.9,8193.79,7148.83,7270.48,5386.17,5471.74,7330.47,7890.27,10132.5,6174.76,6743.28,7712.8,11613.8,6514.58
AluYb9,7373.48,4474.99,5363.23,4332.65,3999.04,3594.33,4326.95,4378.71,5207.69,3476.37,2937.02,6518.72,4862.36,3432.4,9081.3,5596.68,3289.75,4236.13,4262.74,7179.25,2741.61,4593.65,3838.11,5139.65,4902.17,6715.71,7368.07,3553.01,7536.35,3608.21,3745.51,3300.84,4840.84,4269.41,6680.18,2308.23,5085.31,2754.19,4230.45,10131.4,6786.87,4585.66,4730.63,3502.24,4811.32,5507.29,3798.33,3497.5,4916.29,5739.34,5930.71,7422.2,7676.69,5399.07,3519.74,3962.43,2714.49,3370.26,4553.88,5063.83,7333.22,3975.69,3910.88,4789.65,7419.74,2804.47
AluYbc3a,24843.0,15919.3,20567.5,14792.0,14388.5,12905.8,17144.2,15994.5,17879.3,14895.2,12456.4,28988.1,16599.0,12732.5,30468.3,20522.2,14494.5,14370.5,18430.5,23345.2,10619.1,14599.1,12440.1,21828.4,16301.7,25318.8,29007.9,14762.5,24545.1,13832.6,13901.0,13099.9,16025.9,17812.6,22242.9,11298.1,18096.8,11755.1,14057.2,39290.4,23330.0,18358.4,18902.6,14169.5,15007.3,17689.0,14854.3,14715.0,14132.7,22079.3,20451.5,23116.6,24641.7,17699.8,15872.2,15699.9,10608.8,11214.7,16433.6,17299.2,25291.2,13535.7,13335.7,17999.1,28414.4,12901.5
AluYc2,2564.2,1606.24,2346.53,1529.56,1375.0,1340.93,1958.36,1747.19,1737.98,1435.24,1257.59,3140.48,1589.18,1006.27,3315.8,2239.47,1453.7,1219.81,2076.3,2556.97,1179.81,1328.96,1214.75,2167.87,1731.71,2367.73,3156.49,1427.34,2561.2,1495.26,1604.19,1313.07,1485.55,1822.35,2475.32,1117.48,1966.81,1271.43,1936.76,4225.61,2897.0,1952.46,2503.05,1477.38,1273.48,1856.42,1362.95,1557.02,1706.18,2387.76,1720.91,2125.89,2288.87,1938.25,1703.55,1580.15,1013.1,1158.67,1615.64,2168.2,2659.26,1523.13,1497.09,1731.6,2969.02,1207.41
AluYd3,750.524,529.777,394.963,579.243,764.458,347.432,717.812,485.568,355.278,684.732,347.535,1025.01,178.7,332.581,781.65,551.561,655.864,506.948,631.671,843.784,378.046,427.858,493.311,1233.6,706.342,384.647,1358.6,705.027,540.479,395.61,741.804,549.565,521.552,775.726,509.414,296.482,420.758,376.062,396.382,1563.61,971.261,536.202,379.615,276.628,686.32,264.731,529.969,479.762,460.733,655.088,440.947,391.383,639.655,409.277,546.411,602.581,467.221,290.951,218.891,393.378,542.617,546.286,288.646,494.34,949.161,254.796
AluYd3a1,1978.61,1043.44,1962.44,1169.81,1027.45,968.964,1233.46,1209.73,1482.28,998.168,824.463,2094.98,1345.39,990.681,2601.65,1451.11,1066.39,1070.83,1324.53,1824.29,778.139,1005.62,906.741,1480.25,1174.38,2175.64,2467.0,901.741,2119.23,1074.18,908.194,939.63,957.709,1233.95,2132.9,785.152,1426.62,919.911,1085.01,3578.08,1735.31,1158.62,1215.23,1123.14,1013.3,1421.39,1046.96,1055.82,1223.67,1620.53,1527.52,1791.06,1892.77,1333.57,1238.84,1062.1,713.339,960.92,1183.1,1390.94,1852.22,1114.71,1109.84,1264.72,2246.96,836.129
AluYd8,1921.51,901.777,1503.29,843.435,602.699,628.026,823.392,868.203,1528.03,932.446,466.348,1430.47,1172.03,551.996,2301.55,1079.16,551.071,578.843,968.658,1995.72,366.285,1383.09,1137.57,1018.84,998.514,2085.46,1602.01,683.881,2145.18,550.071,580.259,1265.87,1550.45,940.966,1916.55,459.319,1482.42,707.757,548.292,3032.19,1290.03,947.933,1811.13,558.635,1395.89,1476.04,712.68,1360.72,686.065,1040.37,1741.37,1853.59,1894.13,1229.22,756.493,833.736,390.552,1203.94,745.303,856.691,1732.99,739.749,1196.06,684.189,2448.27,503.252
AluYe2,886.037,451.17,677.667,446.708,283.671,289.04,310.397,275.271,560.671,317.723,275.915,1143.2,843.578,264.984,1317.28,1026.58,294.609,448.402,466.212,1124.68,260.183,314.933,489.513,708.447,322.311,690.664,579.539,296.718,1018.81,363.415,341.275,365.068,436.931,556.025,721.589,197.724,868.739,353.899,293.399,1480.6,659.586,541.044,2374.37,413.63,537.941,701.573,445.731,484.033,251.575,629.6,531.071,669.761,706.781,522.565,357.722,403.069,283.202,279.967,484.304,461.517,834.454,372.642,326.386,538.853,1311.62,200.43
AluYe5,8742.2,4716.67,6662.26,4999.41,4515.51,4334.48,5574.7,5253.24,5798.49,4386.86,3733.59,8447.87,5780.32,4171.72,10860.4,6101.07,4670.3,4635.0,6061.54,8418.11,3686.42,4794.37,4753.04,6921.46,5710.42,9550.21,8403.35,4538.32,8878.46,4599.6,4349.45,4615.4,5709.32,5617.18,8136.09,3780.17,6116.81,4148.82,4278.4,14102.6,7922.8,6227.85,6155.65,4944.4,5330.14,6429.13,4497.25,5480.36,5161.37,7856.42,7278.11,8531.61,7842.39,6425.18,5006.17,5235.25,3683.6,4026.61,5165.58,6047.35,8682.75,4306.98,5337.62,5501.46,9946.66,4021.21
AluYf2,9628.18,5993.87,7695.99,5923.76,5579.17,5014.27,6229.39,6080.4,6553.92,4800.36,4446.55,10670.2,6121.53,4764.16,11993.9,9607.81,5252.39,5537.9,6782.84,8814.5,4292.16,5302.98,4786.35,7858.74,6652.48,9777.25,10542.1,5117.87,8903.98,5184.48,5173.98,4889.36,5825.6,6738.31,8937.61,4260.66,7658.29,4757.85,5524.01,15346.1,8643.69,6564.21,9149.79,5481.01,6045.24,6688.69,5741.45,5524.83,5851.78,7961.81,7515.86,8840.75,9228.4,6548.65,5404.84,6078.56,3836.21,4501.01,5912.27,6851.16,9290.92,5063.08,5165.96,7063.65,10572.9,4706.7
AluYf5,438.351,214.735,273.928,269.92,178.21,128.665,200.859,175.504,307.042,175.385,136.017,287.003,205.809,185.641,349.644,418.448,147.697,165.724,184.375,449.952,196.218,280.784,279.161,315.201,303.744,456.131,506.145,141.593,390.955,162.217,195.431,265.85,258.414,209.69,200.575,92.4594,282.279,180.864,243.903,615.726,254.75,174.256,317.282,223.752,195.175,186.978,198.987,336.701,241.745,423.832,226.916,270.396,419.014,256.362,232.946,294.215,148.58,204.06,257.397,192.55,348.439,199.131,250.023,289.114,383.4,165.217
AluYg6,25097.7,18276.8,20101.3,17403.7,15979.1,15359.0,19024.1,18398.6,19600.4,13727.2,13380.9,27706.2,16341.3,14339.1,29612.4,20653.4,15570.0,17163.2,19881.4,24893.4,12573.3,15212.5,13682.4,22251.2,19191.1,24795.8,28579.2,15243.0,25191.4,15195.9,14842.9,13163.0,16425.5,18702.4,23634.0,12337.3,16882.8,14354.0,16203.4,39657.6,26576.6,18873.7,17784.7,15808.2,15913.0,17955.2,15825.7,14432.2,16129.6,25325.1,20572.9,23806.2,24138.5,18977.1,16970.4,17824.4,11986.6,12438.8,17901.1,19800.5,24594.1,16103.1,15160.4,18771.8,27880.2,14525.8
AluYh9,21501.2,14661.4,15637.2,15179.3,13972.3,13133.8,16885.6,15119.5,16031.7,12291.5,11562.9,21582.4,14734.6,12660.6,25057.5,14110.8,13544.6,14714.3,16329.8,21549.3,11447.7,12931.6,12741.5,19528.8,16364.1,23310.7,25424.3,12835.1,21152.5,12685.4,12615.0,11139.2,14274.4,16202.8,19619.3,10837.4,13034.2,11635.0,13477.3,34218.6,22634.4,16554.0,11822.5,14142.2,14376.0,16117.2,13083.7,12727.6,16144.4,22016.4,17336.6,21100.4,20750.8,16661.9,13919.6,15319.5,10299.5,10625.5,15246.3,17096.9,22112.3,13636.4,13161.4,14637.9,23061.2,12849.1
AluYi6,45654.8,32664.0,36983.4,29558.9,27335.6,26775.0,31401.4,31501.1,35610.1,26404.7,23665.4,48060.4,29948.4,24419.5,54124.7,34535.6,27607.1,29633.6,34426.9,45249.2,21915.6,27227.4,24573.4,39857.6,34247.6,46096.0,52710.5,26791.0,45506.1,25961.7,25606.0,23293.1,29648.0,32557.3,43190.6,22557.4,29092.9,24266.9,28991.0,76709.7,45457.4,34084.9,31445.4,27713.2,28850.1,33285.9,28125.5,26307.9,28937.8,45553.1,37881.9,43784.4,45079.7,33004.7,29830.0,31709.0,20627.1,21800.4,30680.0,34357.5,44225.3,27936.0,26752.3,32409.4,51033.9,25488.5
AluYk11,42517.4,27330.6,33425.7,26742.7,23794.7,22633.2,29599.6,27318.1,31694.2,22155.4,20126.4,42033.6,27558.6,22343.4,49605.0,31301.1,24093.6,25433.1,29849.8,42715.5,18517.6,25096.5,21137.1,34488.4,28320.4,42595.8,45489.8,23524.5,42723.9,22956.4,22795.3,21076.3,26985.5,27790.7,38684.3,19588.9,28301.8,21260.6,24196.1,67734.5,40071.2,28423.2,28626.5,23774.9,25278.9,30300.9,24936.2,23421.4,24433.6,39603.6,35867.8,39720.1,40922.3,30909.0,26370.4,26917.1,18502.2,20167.7,27319.7,30434.0,41658.1,24204.5,24590.7,29245.6,47732.2,22118.6
AluYk12,25476.9,18257.0,19342.3,17010.2,15773.7,15149.5,19038.1,18140.5,18840.3,15949.7,13599.0,30987.8,16589.2,14128.5,30897.2,22504.3,15590.4,17028.3,18658.3,26090.9,11559.2,16904.6,13590.4,22809.2,19157.6,26464.9,33022.0,15947.8,25152.4,15300.7,14881.1,12958.0,17917.8,19813.4,23513.5,13188.4,17901.5,13891.0,15464.0,43797.2,26798.6,18829.4,17270.9,15573.7,16372.1,18682.9,15544.0,14878.1,15937.1,25196.7,21297.4,23889.0,24543.4,20688.9,17958.9,16920.9,11630.4,13977.9,17237.4,19548.7,25550.6,15899.4,16467.6,18929.3,29847.3,14362.8
AluYk13,89246.1,64169.4,67288.2,62685.5,57103.2,53523.0,65949.8,65208.4,67843.5,47152.2,49507.2,91646.6,56210.0,51676.2,103235.0,72510.9,55953.2,61915.0,68590.7,87142.7,44287.7,55398.3,49659.3,77151.2,69433.2,88724.0,100093.0,57393.3,87001.4,53536.0,53830.9,47307.9,60754.7,63509.9,78122.5,46709.7,56597.4,49091.3,58004.1,135837.0,96652.6,67813.1,57693.6,57468.7,60789.3,63985.8,58321.6,52987.3,60895.6,89465.7,71947.7,82910.7,84151.7,68258.2,58939.5,64191.4,43154.4,45600.0,63787.8,72512.6,86806.4,55946.7,54291.5,68121.7,95701.9,54172.4
