STRAND,circRNA_ID,GENE_ID,GENE_TYPE,GENE_NAME,N58,N60,N70,N82,N83,N84,N85,V1048,V108,V1090,V125,V1279,V1297,V1321,V1337,V1394,V1441,V1456,V148,V1505,V1528,V1565,V1591,V1592,V1699,V1708,V1742,V1776,V1788,V18,V1800,V1823,V1834,V1857,V1860,V1874,V1884,V1920,V1921,V2089,V2092,V2110,V2133,V221,V344,V359,V406,V456,V513,V538,V553,V574,V624,V630,V637,V655,V67,V712,V714,V716,V777,V806,V839,V883,V888,V940
-,hsa_circ_0000211,ENSG00000198879,protein_coding,SFMBT2,8.036583991692611,0.0,8.013759657880687,10.955015580952598,11.052803839673764,10.475885296131821,10.5205693427802,10.510875314647944,11.094206573318727,10.898289962163854,9.579835546004992,9.222891644961985,12.985856264448666,9.295536794636421,10.77053352348076,12.064098660240388,10.628357161508502,9.625483904997095,9.342537339732095,9.721795353130213,10.222687516033098,8.572232957902177,9.878271907846392,11.061744912359112,11.043232457077396,10.712709928515872,9.557556372956643,11.293924603440198,11.0454913378773,10.829598448462995,7.987982876954765,8.945104091138699,11.505800016374334,10.594879789190742,9.971195171957559,9.850185108288425,11.705499224551621,9.511306820399072,11.218358113535581,10.93860333754101,9.081314784238913,11.066389273223898,0.0,11.823605554237782,11.371899637992719,9.97867062832773,11.627483166624263,9.570063098023365,8.420086769920033,11.823758986143515,12.146219321249344,9.759764740190194,9.991593487845476,10.820709101284887,11.363020305611942,11.781084821563981,10.03830172638375,11.309017890580886,9.474394232503151,9.520347308475456,10.003249364216543,9.975899854387157,11.960894206142347,7.917782503578286,10.35689352623231,10.345629510905523
-,hsa_circ_0002468,ENSG00000114107,protein_coding,CEP70,0.0,0.0,11.241423570346738,11.452303255511527,11.500081705557236,11.163556988951454,11.635517625702377,0.0,0.0,0.0,10.771419810854336,11.22107971475778,11.627053510779072,0.0,11.277248784045318,11.158436510938772,10.860882167984693,10.531521890912057,0.0,0.0,0.0,0.0,0.0,10.708295425594198,0.0,0.0,0.0,11.45736177028779,9.790099294000994,9.316496789549163,12.070087388796992,11.445191905246684,11.953126689564547,12.294673564178058,0.0,11.450041012257559,9.274439298053046,11.246887916672446,10.803522432588949,10.51143556286196,11.166739515818412,12.17294402558496,0.0,0.0,10.279407050777756,10.104082349984195,10.04343235360713,0.0,11.153467817763511,0.0,8.48696270952631,11.080693999086163,11.073307532124453,11.585915362994253,0.0,10.634741125165704,10.994567653516267,0.0,0.0,12.083498484472516,0.0,0.0,0.0,12.371508018104802,10.816025081723506,12.032920653577513
-,,ENSG00000104043,protein_coding,ATP8B4,8.036583991692611,10.78129737496915,0.0,10.452818021989138,9.402181675223066,10.006789584035058,9.351871477891015,9.859363506541525,9.09618495019657,7.734399494761298,10.093843048921961,9.6373254203225,10.688872108290218,9.52965763313228,10.223426856664851,10.472320555340751,10.435842281050132,10.624570375325726,0.0,10.136405656748593,0.0,8.794083804047773,8.87980401014655,0.0,10.043915939644357,0.0,10.419191050959752,10.457874735323026,0.0,9.678563956085886,6.993654379903715,8.361604372756622,9.632653269378633,10.18015319646096,9.29398538577579,10.466312696096107,11.41014151597907,0.0,9.956171155041266,7.659618658654433,0.0,0.0,0.0,0.0,11.798025129347097,9.689481724163722,0.0,9.208035205303599,9.640070393621219,0.0,0.0,0.0,11.188733245513431,10.746750501210945,0.0,11.149042052504667,0.0,9.048142618300513,10.111099635920166,0.0,9.842950060455806,8.8401144449963,9.460081736857006,10.083059790977206,8.943688391362933,10.175843095311892
-,hsa_circ_0071185,ENSG00000198589,protein_coding,LRBA,10.03245728177369,9.502360050043883,10.442163556119223,8.869912752409395,9.594560198699748,9.114906230689074,9.521551135511334,0.0,9.680268507221745,9.729309522120593,10.093843048921961,9.80704912430341,9.689745827531677,11.615627057914354,9.109356824793894,8.176738777392249,9.830664526303403,8.62730923079933,8.857999134022975,8.554004434597646,9.638328572070067,8.794083804047773,8.87980401014655,8.127637975686671,9.754712988573488,9.062474188804584,0.0,8.23923849487752,9.707732985028459,9.316496789549163,10.8243870903816,10.16582294311007,10.368891709538335,0.0,0.0,10.557398148158084,7.956001448347034,9.511306820399072,9.804329423712934,9.239816572471392,9.081314784238913,8.953152844233854,0.0,9.632381308213896,9.95776913157062,8.842881924330259,8.309653137042018,11.398773256535886,9.640070393621219,8.782247387880377,10.358504427660103,9.759764740190194,10.427322873020879,10.084275180893208,0.0,9.828066592156835,8.952381526329267,8.312992738901814,9.304722726145034,10.326860032152503,10.96409119426213,9.102624088492815,8.876143052508073,9.913301037402606,9.679481540441826,9.177089769246765
-,,ENSG00000137154,protein_coding,RPS6,10.254652898372617,10.501365105478598,10.54518553149663,0.0,10.76344813101934,0.0,0.0,0.0,10.90165576534292,0.0,10.678365430764453,9.44493911213838,10.274125907555636,8.210654449439296,0.0,0.0,9.766606202748518,11.53103445904609,9.704613503918777,0.0,10.637423142218895,10.508028152515807,11.462212102369984,0.0,0.0,9.254781933801166,0.0,0.0,11.01156025764633,0.0,9.306497337174356,0.0,9.854786034926715,10.594879789190742,0.0,0.0,0.0,0.0,11.388215835926154,0.0,0.0,0.0,0.0,0.0,9.95776913157062,0.0,0.0,10.099993693424787,10.416924397483266,10.480416742072588,9.899484833717615,10.758932424894649,0.0,0.0,12.625735168323207,7.832820352041038,9.273727039505347,11.309017890580886,11.257225498643988,0.0,11.246362529105129,0.0,10.574455569652569,0.0,10.35689352623231,0.0
-,,ENSG00000122025,protein_coding,FLT3,0.0,9.502360050043883,10.33121519968976,10.452818021989138,8.917607491540608,9.628698579559611,10.598520162967263,8.055886216758369,10.90165576534292,9.314838462980443,9.095162600536044,10.096262895043388,8.108272921986705,9.851195291436111,10.52276085562831,10.403107836042082,9.008760500504225,9.795205949829985,9.120515243857357,9.137686864427128,9.638328572070067,9.570336554616878,0.0,8.127637975686671,9.754712988573488,10.776802888861155,9.098842526485521,10.457874735323026,8.20839216743939,9.678563956085886,11.85714704238328,8.945104091138699,12.294087004927821,10.18015319646096,7.975500624019335,9.643974680283238,9.537085377131023,11.094950781835285,9.63460609953986,7.980119028952683,9.66538923215067,0.0,0.0,9.632381308213896,10.764502177116901,7.525659100904421,8.723553452029543,7.98889163191127,9.640070393621219,10.779787665561916,11.146537557968937,9.17563407486459,9.811210178541504,8.501968113958611,0.0,0.0,10.03830172638375,9.048142618300513,9.304722726145034,9.841882438633958,9.34110411735331,8.8401144449963,9.197456944763045,8.500754959979576,9.35799322412826,8.179579889904135
-,hsa_circ_0004524,ENSG00000114107,protein_coding,CEP70,0.0,0.0,12.194341205629135,10.568216056520447,11.593159979190675,11.434751188501103,11.873608357141931,0.0,0.0,0.0,10.941253100463452,10.723828886368013,11.273543251638339,0.0,11.56664971033817,0.0,11.475948934067212,11.083752749081144,0.0,0.0,0.0,0.0,0.0,11.238544796020939,0.0,0.0,10.797459509807538,11.350486031696175,9.707732985028459,10.507868529432594,11.905497243608657,10.817442874544103,12.1336561284441,10.916621307982814,0.0,11.586056151120891,9.95163732093067,12.053988398705185,10.955444802088962,10.51143556286196,11.401110633308395,12.009482784460076,0.0,0.0,10.179954290519763,11.103426791647115,10.421628457849113,0.0,11.960551277071678,0.0,10.358504427660103,11.421590674057521,11.032684677227454,12.052911556435753,0.0,11.075074907484952,11.731250380573197,0.0,0.0,12.67510650687736,0.0,0.0,0.0,12.403923445622262,10.35689352623231,12.21929204699793
-,hsa_circ_0004771,ENSG00000180530,protein_coding,NRIP1,11.905924204981368,12.883030107333008,13.162129531928127,13.206828404463437,12.782722245423857,12.627103083910509,13.458314521871115,12.408272044735739,12.048083536431692,12.120250377944682,12.498763941455238,12.127688249915504,11.747311254136585,14.460868845386987,12.045683124595017,10.580771421252237,9.629268297247227,13.405148977592773,13.37858398636575,11.976783543054065,13.251374944864535,14.471378701706927,13.891783435519342,10.930564656516491,12.887088239790998,12.340159498119865,12.183981871225924,12.878503987650335,11.233852844266313,13.261911760225946,11.840663389493516,12.057989670176106,13.367936763367961,13.294529981971031,12.924139101955703,12.556679939923486,12.23588101682118,15.26869851282203,12.89976532239735,12.792220622586385,12.123366493308284,11.687642165152697,13.989832864193481,10.409231283993172,11.863595464227055,12.927384583887513,15.068906639990766,15.843278222982791,13.808286726767527,12.136839213395994,11.220506318899488,13.477044408190578,11.112817800509735,13.212380656668596,11.625963420632512,12.411705819404798,12.636193428943452,12.278365954616097,15.349598130769712,13.852379695683291,14.498811607775746,12.872779271986309,12.08285538711276,12.584464372305955,12.92583401014384,13.30402101498016
-,hsa_circ_0000607,ENSG00000129003,protein_coding,VPS13C,9.769698357477171,10.153713218631792,10.641338554356192,9.19122398591719,8.596425046558116,10.393482724232681,10.051461751141405,10.3734706623488,10.553938120470816,10.050897646142307,9.579835546004992,9.222891644961985,10.274125907555636,8.018704905766736,10.52276085562831,11.101318105668478,9.950832006887651,9.947046657427771,10.703748745228811,8.554004434597646,9.445942084033765,7.989164370941719,0.0,9.347079746957611,8.586873963262784,9.713569334069371,8.101471306726284,9.236849329731598,9.080642509067893,9.316496789549163,8.209563260453182,9.680898390626874,9.048599196072768,9.595812307905282,9.55663669124149,8.645776774995065,0.0,9.733416799032435,10.218963483854969,9.975827358102336,10.779909473277323,9.95169672770957,0.0,10.283796846192395,8.69676432293885,8.842881924330259,9.721845993130964,9.98462601676429,9.41797929202604,8.36830175383757,10.069241987451514,9.981919406150086,8.49168885556846,10.199650168572337,0.0,7.832820352041038,9.651700686139204,9.89492777755446,8.890445444979472,10.02226972265405,10.147505389983507,10.516020474131258,9.197456944763045,9.498762166813114,9.816825111466958,9.76122127372133
-,hsa_circ_0046760,ENSG00000154655,protein_coding,L3MBTL4,9.448183386290216,9.864488016552544,9.59499599458409,10.452818021989138,9.76427784594801,8.309501521643949,9.521551135511334,0.0,10.679389027713988,10.535935837056176,7.777185934393096,9.80704912430341,0.0,9.731036873732341,8.11196653349749,10.601516524397438,10.061755335600417,10.084417306433608,0.0,8.554004434597646,0.0,9.984899563318757,8.87980401014655,9.539447891805773,9.170585240270496,11.111051785563578,9.682927701607017,8.23923849487752,0.0,8.510837905224415,9.983714570066509,9.359409642690794,10.506296047521216,10.18015319646096,8.972631750763643,9.643974680283238,0.0,10.247481435611297,9.804329423712934,9.461868063296118,9.402710113040374,8.953152844233854,11.487746294344479,10.409231283993172,0.0,9.519775109850743,0.0,10.306269288375505,0.0,0.0,0.0,9.17563407486459,0.0,9.669680593468227,10.626419816942615,0.0,10.650803612399475,10.972132531972823,10.210548342951466,0.0,10.214561768641872,8.518973135896285,0.0,9.498762166813114,9.816825111466958,0.0
-,hsa_circ_0001006,ENSG00000115310,protein_coding,RTN4,10.534552406812063,9.502360050043883,9.495593564169093,9.86837010413783,10.178900547410159,10.306086916870004,9.67335792385379,10.051814429018053,11.342029886474227,10.535935837056176,10.356657412099649,10.096262895043388,11.495852417202451,9.907718743256225,9.982638149109375,11.855398368159051,11.06108025444641,11.083752749081144,10.926017587285148,10.25178427258796,10.724832705189426,9.570336554616878,9.878271907846392,9.125056487074737,10.169332930450981,9.424444510632329,10.097526337936566,9.236849329731598,10.426947124037795,8.510837905224415,11.041867133418265,9.359409642690794,11.046554429403633,10.594879789190742,10.777933979209237,11.071684080597535,10.857847864206898,9.511306820399072,9.804329423712934,11.207664847172916,8.667164791463668,9.367462468958406,11.487746294344479,11.467573187801037,10.179954290519763,9.84131008410026,10.180811590226108,10.64706631140882,10.532320437211329,9.36611719639052,11.06857040127034,10.874345598167684,10.810407028166722,10.405937463385403,11.363020305611942,11.219401127725584,10.409958658707033,9.310722738157985,10.762701905964319,11.063376252738802,10.708973911841777,10.603425359603218,10.196227754482553,10.720014612096078,9.527673920691274,9.177089769246765
-,hsa_circ_0001333,ENSG00000163848,protein_coding,ZNF148,9.448183386290216,10.501365105478598,9.273534196843846,8.869912752409395,10.401115161738774,9.476897962538448,9.351871477891015,10.751731290995151,10.679389027713988,10.898289962163854,8.773893829136796,10.443903754502422,9.689745827531677,8.909219906912353,10.223426856664851,11.240085564483676,9.39512448359295,9.795205949829985,9.120515243857357,9.359713342513786,10.637423142218895,10.23260226358804,10.29292612718852,9.998350672330394,8.586873963262784,9.713569334069371,10.267305022057293,9.972858148900636,9.941939425756418,9.508859000586439,9.100396948046885,9.359409642690794,8.051321051274714,0.0,10.430234747980998,9.58746327894162,10.273274004069915,10.510318028927713,9.63460609953986,9.355110221934824,10.249759393830056,10.173881012375297,0.0,10.730947178760495,9.832370128231702,8.842881924330259,9.891581152116206,9.40037532831963,9.15536662813001,10.10220804052358,8.48696270952631,10.17438614184337,9.711789204267944,9.307616532614945,10.626419816942615,10.287065273072923,8.952381526329267,9.048142618300513,9.304722726145034,9.841882438633958,9.662587254287448,9.517005366317068,8.46212864355981,10.234929872333348,9.527673920691274,9.498519323827107
-,,ENSG00000100442,protein_coding,FKBP3,10.61696052967159,11.448418393370929,10.972359166974378,10.038123598349637,11.400581609192985,11.163556988951454,10.994225509375482,10.751731290995151,11.737825175453759,10.976252689588014,10.578892639560015,11.635966117081743,10.426012488640913,10.454732162178471,10.429716825496735,11.793639204684935,9.830664526303403,8.948507472474928,10.53393186697375,10.87285844909057,10.222687516033098,10.89112560983607,10.100445324544761,11.582372537492546,9.754712988573488,11.111051785563578,8.684681819615033,10.110231154156777,9.205951325728687,10.829598448462995,10.352626597719741,0.0,9.3699823031554,0.0,11.429711858719799,11.351673707710868,9.759200358204483,11.568697278465855,10.881482458866396,9.654257390472214,10.886766066181439,10.688079463511107,12.709851622098697,9.824799147061308,9.69502484306446,8.842881924330259,8.723553452029543,9.208035205303599,9.41797929202604,10.686732967252365,10.358504427660103,10.496064520538543,9.364335030229082,11.74633063252925,12.04088679827075,10.287065273072923,9.95092463071,11.247642068245383,10.390977338190757,9.257705760362995,11.944106192802218,8.518973135896285,10.780780292270636,9.913301037402606,8.360190108368045,9.177089769246765
+,hsa_circ_0019170,ENSG00000138190,protein_coding,EXOC6,7.454366087632536,7.699969584416641,8.689736780046632,9.453847004251998,7.600147526231561,8.892947417904727,8.937569759839333,9.053172968887496,9.680268507221745,9.052257049184547,7.777185934393096,9.222891644961985,10.104346533332087,9.015920754487064,9.109356824793894,10.44961659824362,8.893516656311474,9.947046657427771,8.536848134175676,10.358614955499984,7.643749250401442,9.79245785758998,9.615544052664303,9.347079746957611,7.590621136565156,7.843675086264515,8.906573281969072,7.6566612092823725,9.42799471803994,9.316496789549163,7.40585891467311,10.16582294311007,8.634469552556117,0.0,7.975500624019335,8.94466153510178,9.759200358204483,8.927332433917469,8.636419927405726,9.461868063296118,8.667164791463668,8.953152844233854,0.0,9.994547382236574,8.375705182126115,9.105392573680575,8.723553452029543,9.570063098023365,8.834070915075296,8.782247387880377,8.48696270952631,10.633477227682798,8.49168885556846,9.085603508737467,0.0,8.829652919855082,8.538314474084725,0.0,9.112403505018742,10.02226972265405,9.75558539774442,9.838539585009814,8.46212864355981,9.2361265398849,9.816825111466958,8.179579889904135
+,hsa_circ_0004058,ENSG00000188994,protein_coding,ZNF292,9.255833324293311,10.153713218631792,10.33121519968976,11.037437365467504,10.29428202531817,9.476897962538448,10.051461751141405,8.639040452656399,9.09618495019657,9.729309522120593,10.578892639560015,9.44493911213838,9.427060761289539,10.376786759296207,8.846844738496173,10.3550496638357,10.435842281050132,10.084417306433608,11.177437708212414,8.554004434597646,7.643749250401442,10.739206920546778,8.87980401014655,9.709157464083683,11.043232457077396,9.576237630014026,10.267305022057293,9.458900118547582,9.205951325728687,9.678563956085886,9.791273031439362,9.359409642690794,10.747151540220678,11.179531316346788,10.140960465194935,11.787628801676274,8.539025966503592,11.094950781835285,10.54064946109611,10.782568140815302,10.079982499949883,10.950968117952762,0.0,8.412410546078785,9.832370128231702,10.840523521313676,9.044798805835804,10.64706631140882,10.154101032273923,8.782247387880377,10.898729365199552,9.759764740190194,7.908728935567186,9.669680593468227,11.625963420632512,10.914688906173973,10.474042891571974,10.046779330999891,12.233476626598517,8.936366751545956,11.820403612145157,10.323516136244232,9.460081736857006,9.498762166813114,10.164405599319924,9.177089769246765
