GENE_NAME,V888,V108,V2089,V1279,V1090,V777,N85,V839,V1565,V637,V1505,V1834,V67,V1441,V1920,V1857,V630,V456,N84,N60,V1394,V1048,V18,N83,V538,V1742,V1884,V1297,V125,V1921,V1776,V1860,V940,N82,V148,V1456,V2092,V714,V1337,V553,V406,V1788,V2133,V1874,V221,N58,V1591,V2110,V574,V716,N70,V1321,V1800,V806,V513,V1592,V1528,V1823,V344,V1708,V359,V712,V883,V655,V1699,V624
MIR4454,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,2,0,1,1,0,0,1,1,1,0,0,0,0,2,0,0,0,2,1,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
MIR1908,1,1,1,1,1,1,1,1,1,7,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,10
MIR548H3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR1205,12,6,1,9,10,4,0,16,10,2,14,4,4,6,19,4,8,9,0,8,10,13,14,3,7,10,16,8,14,6,14,8,12,3,13,18,5,10,10,14,25,24,3,2,9,6,31,11,8,8,5,1,3,8,15,34,15,2,6,17,14,19,11,19,6,9
MIR557,0,0,0,4,0,2,0,0,0,0,0,1,0,1,0,3,0,0,0,2,1,0,0,3,2,6,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,1,0,0,3,0,3,0,0,0,0,0,0,0,0,5,0,0,0,1,0,2,0
MIR7855,6,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,4,1,1,1,2,1,3,7,2,1,1,1,1,1,1,2,1,1,1,2,1,39,4,4,1,1,1,0,6,5,1,1,3,1,1,1,0,1,2,5,1
MIR4727,4,4,3,13,6,9,5,12,2,6,0,4,0,5,3,2,7,7,3,5,1,1,1,4,4,3,4,6,3,2,3,1,4,0,1,0,2,6,2,1,22,3,2,15,1,2,1,0,5,5,16,4,2,1,5,1,7,1,3,1,4,6,1,3,3,2
MIR1236,1,1,1,1,1,1,1,2,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
MIR4527,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR340,14,19,5,12,28,19,11,27,20,12,19,19,8,20,27,7,27,15,33,7,14,14,7,20,35,10,23,7,13,12,21,9,15,17,2,9,3,4,22,13,18,17,4,34,16,7,18,15,7,4,10,10,12,5,5,33,6,31,18,25,5,12,3,4,6,12
MIR2053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0
MIR3714,1,1,22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MIR221,45,101,12,35,78,48,78,42,43,15,18,128,60,40,28,5,48,95,81,33,35,28,25,53,75,35,53,54,36,47,21,31,38,120,15,249,6,10,46,73,122,65,5,35,100,10,15,10,31,13,30,53,40,35,10,64,25,22,37,49,37,16,12,18,39,39
MIR5187,5,8,9,7,2,7,2,4,5,8,1,4,6,2,5,2,8,6,6,2,1,3,8,14,5,5,2,6,7,15,3,6,6,5,2,4,1,5,7,23,3,9,2,7,4,3,10,15,8,10,2,3,10,8,11,9,5,1,3,4,9,8,2,4,5,8
MIR4737,16,9,15,13,17,33,4,12,65,3,13,9,16,16,17,5,23,7,11,9,18,9,48,17,8,21,19,3,24,14,11,21,13,11,19,15,12,16,15,17,25,19,3,29,20,12,36,17,35,33,33,31,29,19,10,12,22,7,9,17,21,12,10,11,11,28
MIR4448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR4421,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,2,0,3,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR3180-2,1,1,1,1,0,0,0,1,1,0,0,4,2,0,1,5,1,1,1,6,0,1,0,0,0,1,1,1,4,0,0,0,2,1,1,1,1,2,0,1,0,0,3,1,0,1,0,2,1,6,2,1,1,0,2,1,0,0,1,1,2,2,2,3,1,0
MIR183,0,0,2,0,0,0,0,0,0,0,0,6,0,0,0,5,0,0,0,0,0,0,0,2,0,2,0,2,0,0,0,0,2,1,0,0,6,0,0,6,2,0,2,0,0,0,3,0,0,4,0,0,0,0,0,0,3,1,0,0,8,0,2,2,2,1
MIR6893,18,7,5,10,5,2,8,8,11,5,4,12,7,4,9,3,6,3,10,4,7,2,15,7,6,3,15,5,9,2,4,9,12,3,5,6,6,4,6,4,19,20,1,1,0,9,13,7,10,4,4,2,1,10,3,11,6,4,2,10,21,1,6,8,23,6
MIR4495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
MIR4514,0,4,1,0,0,0,0,3,1,0,0,3,1,2,1,2,0,3,0,4,1,0,4,2,2,3,2,0,1,1,0,3,0,0,0,0,2,4,1,5,0,0,5,0,0,1,0,0,0,3,6,3,0,0,1,2,0,1,0,1,0,3,2,5,2,1
MIR4451,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,3,0,0,0,1,0,1,0,0,0,1,5,6,3,2,2,0,0,0,0,0,2,2,2,5,5,1,3,3,0,0,0,0,0,2,0,0,0,0,0,0,0,3,2,0,2,0,1,0,0,3
MIR6075,7,8,3,3,5,3,2,3,1,2,1,4,8,9,6,3,6,6,4,7,0,20,2,2,0,10,9,3,17,2,0,6,4,0,10,4,2,2,5,9,7,4,2,1,3,10,5,0,5,1,10,15,5,8,2,6,0,5,3,6,7,0,3,7,2,8
MIR1180,1,2,2,2,2,0,0,1,5,1,0,2,4,1,5,4,2,1,0,3,1,6,2,6,0,6,2,0,6,0,5,0,7,2,1,6,2,0,0,6,0,2,1,0,11,6,4,3,2,3,1,2,2,0,0,2,0,0,0,4,4,1,1,2,4,2
MIR1179,2,0,1,3,3,0,0,3,0,0,0,2,3,0,4,1,2,0,0,0,0,2,0,0,0,3,0,1,0,5,0,0,0,0,0,0,3,2,2,2,0,0,2,0,0,0,0,0,0,0,0,2,0,4,3,1,0,0,0,2,0,2,0,0,0,0
MIR20B,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2,1,0,0,0,0,0,2,0,0
MIR200C,1,2,0,3,1,0,0,2,3,0,0,2,1,0,1,8,0,1,0,12,0,0,0,0,0,1,0,1,2,2,1,0,0,4,4,0,2,1,0,28,0,0,2,0,0,0,2,0,0,8,4,1,0,0,1,2,2,2,1,2,3,8,1,7,1,1
MIR5582,1,3,2,1,2,1,2,4,0,4,0,1,1,0,0,6,4,4,1,0,4,2,2,1,2,4,2,3,2,7,1,1,4,1,4,0,0,2,2,0,2,3,5,0,2,5,3,1,3,3,4,2,0,4,9,0,1,2,1,2,0,2,6,1,2,1
MIR1913,4,1,5,0,0,1,2,1,1,0,2,1,6,0,9,0,1,3,3,5,1,0,0,2,3,0,1,0,0,4,0,0,0,1,1,1,0,2,0,12,4,0,6,0,5,0,0,0,0,2,2,2,1,4,2,7,3,0,0,3,1,0,0,0,3,0
MIR524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
MIR6509,6,3,2,14,3,2,15,4,3,6,3,10,2,7,9,2,7,1,4,2,6,2,1,5,16,7,13,6,4,3,4,6,5,12,4,0,2,3,1,3,9,3,4,4,2,2,2,5,5,2,3,3,3,1,1,5,6,4,1,9,5,5,0,1,3,2
MIR4460,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
MIR6866,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MIR6861,4,3,1,1,4,1,1,2,1,1,2,1,2,1,2,2,2,3,3,9,1,1,5,3,1,2,2,3,6,1,1,5,1,1,9,2,1,5,2,8,1,1,1,3,2,4,8,4,1,6,3,1,3,2,1,2,4,1,7,3,1,2,4,6,2,1
MIR4253,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,1,0,0,0,1,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
MIR4497,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,4,0,0,3,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,0
MIR1227,12,18,8,4,8,5,6,7,9,1,9,13,12,7,5,12,10,3,10,8,8,26,3,13,7,6,9,11,15,7,10,9,9,4,10,10,3,1,6,18,4,9,3,5,3,10,17,14,5,11,23,1,10,5,9,8,2,9,9,10,12,8,7,2,19,6
MIR6798,2,3,3,4,1,1,1,2,3,1,2,2,5,5,1,0,4,3,4,1,1,2,3,4,2,4,1,3,7,1,1,5,1,3,6,2,8,2,2,3,2,4,1,1,7,3,4,4,1,10,6,3,5,2,2,1,1,1,3,2,10,5,2,6,1,2
MIR3158-2,1,2,3,0,0,1,1,0,0,1,0,0,0,1,1,4,1,0,0,2,1,0,0,0,0,0,1,1,2,2,0,1,0,1,1,0,1,2,2,0,0,0,1,1,1,2,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,3,0,1
MIR378B,0,1,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,1,3,0,0,0,2,0,7,0,0,0,0,0,2,0,0,0,7,0,0,1,0,1,0,0,0,1,0,4,0,0,0,0,0
MIR7846,3,1,12,1,1,2,2,1,3,1,1,4,3,1,3,5,1,1,2,2,1,4,1,1,1,25,2,2,3,1,1,3,2,1,1,1,1,1,2,14,2,2,1,1,1,2,1,8,1,1,2,1,7,2,2,0,1,10,3,1,4,1,1,2,2,2
MIR608,1,1,0,0,0,0,0,0,0,0,0,5,0,0,1,2,0,0,0,6,0,0,0,1,0,2,0,3,4,0,0,0,0,0,0,0,4,2,0,10,0,0,2,1,1,6,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,5,0,4,2,0
MIR92B,1,3,1,1,1,10,1,1,1,1,1,2,1,2,2,1,1,1,1,1,2,1,1,1,1,0,1,1,1,0,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,0,1,2,1,1,1,1,0,1
MIR4658,6,7,9,3,7,3,4,6,10,2,4,3,3,4,2,1,4,4,4,9,3,6,3,9,5,5,2,1,4,3,3,4,1,4,12,1,1,2,2,9,2,4,2,4,4,5,9,6,4,4,8,6,7,3,3,3,6,3,6,4,4,5,1,3,3,5
MIR548O2,1,9,1,1,1,1,6,1,1,4,0,3,2,2,0,4,3,4,4,1,3,1,2,4,2,2,1,6,2,5,4,3,2,5,2,4,0,0,2,6,3,4,0,2,0,2,3,0,1,6,5,3,0,6,7,1,1,1,1,2,2,3,2,2,4,2
MIR299,2,0,0,0,3,2,0,0,0,0,0,1,0,2,1,0,1,1,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,9,0,0,1,0,0,0,0,0,1,4,2,0,0,0,0,0,0,0,0,2,0,0,5,1,0
MIR3611,8,6,2,10,17,8,5,13,3,5,17,9,2,5,3,0,8,6,14,1,7,2,5,10,8,2,8,9,4,10,8,2,2,12,2,6,3,6,9,10,11,10,2,8,0,2,3,10,3,5,8,7,7,5,11,11,0,3,9,10,9,5,2,14,4,2
MIR4462,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,4,2,0,0,0,0,0,0,0,2,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
MIR486-1,52,3,2,17,6,0,7,4,33,4,16,4,34,3,6,5,2,0,3,32,3,19,76,2,1,81,10,3,40,3,6,14,29,2,10,11,13,0,3,5,13,4,14,0,4,24,156,29,18,0,1,9,0,11,15,9,12,7,0,6,106,1,15,20,24,8
MIR6789,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MIR138-1,0,1,0,0,0,1,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
MIR3648-2,71984,23261,87340,39351,24693,39651,92790,26848,7488,216038,15670,25450,115893,46344,33750,15364,29345,34299,33067,87441,28344,17728,58006,41141,41401,138980,57211,32732,84133,39014,22437,17054,8099,98636,84821,14974,45930,47140,20598,66150,68999,45370,42546,29898,6842,54212,44037,17890,21816,48055,58437,97881,76045,15276,30041,35037,21057,9053,81708,29305,194646,22416,5938,66081,28564,21254
MIR1207,15,21,11,20,28,8,5,39,40,19,25,11,12,6,16,12,11,6,14,27,26,35,53,16,10,19,17,10,30,10,11,8,22,6,24,20,6,19,9,26,59,44,2,7,24,24,36,21,8,26,13,3,13,28,33,54,24,7,15,11,21,27,18,36,10,26
MIR5196,6,2,10,1,1,1,4,1,1,3,3,1,1,2,2,6,4,2,23,3,1,1,1,12,1,3,4,3,7,1,3,2,1,8,17,3,6,1,2,9,3,23,3,1,0,1,2,3,1,2,2,1,3,1,3,1,1,1,1,1,5,3,2,1,27,2
MIR611,1,1,1,1,10,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MIR1178,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1
MIR4772,0,0,0,0,1,0,1,0,2,0,0,2,0,0,2,4,0,0,0,4,0,5,0,0,0,3,0,0,0,2,0,0,0,0,0,0,1,0,0,13,0,2,6,5,0,1,2,0,0,7,0,0,2,3,3,0,0,0,0,0,3,0,0,1,2,0
MIR8083,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,2,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,0,0,0,9,0,0,0,0,0,0,0,3,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0
MIR6795,0,0,6,0,0,0,0,1,0,0,0,3,0,0,0,3,0,1,1,1,0,0,0,1,0,1,0,0,2,0,0,0,1,0,2,0,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,4,0,0,2,0,0
MIR4316,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,1,0,2,2,3,1,0,0,0,0,0,0,0,0,0,0,6,0,0,1,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,3,0,0,0,2,0
MIR5089,0,0,2,0,0,1,1,0,0,0,0,0,1,2,2,5,0,1,1,2,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,3,1,0,3,1,1,0,0,0,0,2,0,2,0,0,0,2,0,0,0,1,2,1,0,2,1,0
MIR1200,28,74,16,44,51,77,40,40,32,21,39,29,49,31,54,17,21,131,29,67,30,18,20,47,80,30,53,25,24,53,48,30,31,33,31,41,16,46,32,36,87,36,13,85,30,17,20,26,42,87,46,78,33,31,47,75,31,11,61,51,32,86,29,35,32,21
MIR4488,1,1,0,0,0,0,0,0,0,0,1,2,0,0,1,2,0,0,0,6,0,2,0,0,0,2,0,2,2,0,0,0,3,0,2,0,1,0,0,2,0,0,2,0,1,0,2,2,0,3,0,0,0,0,0,0,0,0,0,0,5,2,1,1,0,0
MIR625,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,2,0,1,1,3,1,1,2,2,2,0,0,1,0,0,3,1,2,0,1,0,1,0,3,2,0,1,1,3,1,1,1,1,0,2,0,1,0,1,0,2,0,1,1,4,2,1
MIR3193,0,0,0,0,0,0,0,2,0,0,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,2,1,7,0,0,7,0,2,0,0,0,0,5,0,0,0,0,0,0,1,0,2,0,1,2,0,4,2,0
MIR651,5,3,0,9,0,3,3,1,2,0,10,0,2,0,0,0,0,3,3,2,0,1,4,1,6,2,1,0,3,2,0,2,1,2,0,5,0,5,0,0,9,2,0,1,3,0,1,1,0,0,0,1,2,4,7,0,0,2,0,7,0,3,1,5,1,0
MIR9-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,7,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,3,0,0,12,0,0,5,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
MIR7160,0,0,0,0,0,0,0,2,0,3,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,2,0,1,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
MIR4667,4,2,3,3,3,0,1,1,2,0,1,4,2,2,1,0,1,1,3,6,2,3,0,3,3,1,3,2,3,1,1,2,1,4,2,1,1,5,4,14,3,1,5,0,0,1,2,2,1,13,1,0,5,6,6,3,1,1,1,2,2,12,1,2,0,4
MIR4644,21,22,14,8,12,27,38,23,11,13,18,23,7,29,14,8,28,25,32,21,19,6,9,26,25,11,14,17,15,23,46,7,7,46,11,32,6,9,17,13,18,23,3,16,9,6,17,11,15,21,16,23,10,16,21,18,12,9,13,13,18,10,9,19,14,19
MIR3609,220,345,372,207,338,467,343,335,93,94,167,627,393,272,641,55,252,611,236,201,306,100,451,263,373,139,146,352,141,232,354,222,145,236,212,99,15,194,207,348,432,237,94,343,317,199,119,231,192,551,500,499,324,287,199,467,179,151,220,333,156,290,140,100,284,243
MIR4634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
MIR3972,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,5,2,0,0,0,0,0,0,0,0,7,0,0,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0
MIR4509-3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0
MIR146B,1,2,0,0,0,2,0,0,1,0,0,0,1,0,1,4,1,0,1,2,0,0,0,1,1,1,2,1,0,0,0,0,1,2,2,0,0,0,0,1,0,1,8,0,1,0,0,1,0,2,3,1,0,0,0,0,0,1,1,1,6,0,0,0,0,0
MIR659,4,7,10,7,5,5,1,5,8,6,5,8,1,12,9,4,19,11,2,12,5,4,8,3,10,3,12,5,3,5,5,8,10,6,5,7,4,12,13,4,4,4,2,7,0,3,8,6,16,7,10,5,9,6,14,4,4,1,3,2,2,11,9,3,8,3
MIR548B,0,0,0,2,5,0,0,0,4,3,0,1,1,0,3,0,0,3,2,0,0,0,0,0,0,0,0,0,1,0,0,2,0,3,0,0,1,0,0,0,1,3,2,2,7,1,0,0,2,0,1,0,0,3,3,1,0,0,0,21,3,0,0,0,0,0
MIR1199,1,1,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,0,2,1,1,0,2,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0
MIR548W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
MIR4768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0
MIR4764,1,0,0,0,0,2,0,0,0,0,0,0,0,3,0,5,0,2,0,0,2,0,0,0,0,2,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,1,0,0
MIR132,2,4,2,3,0,3,0,1,0,2,1,4,2,0,1,1,1,0,1,7,1,2,5,3,2,2,1,2,6,3,1,3,3,0,5,1,0,1,1,23,3,2,4,1,4,8,1,2,9,7,3,2,1,2,2,2,1,1,0,0,1,4,3,1,4,1
